target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,suggested_modality,is_druggable,n_drugs,drug_stages,max_drug_stage,novelty_class,in_paper_noms
GATA3,ENSG00000107485,brake_agonize,Stim8hr,3.7970784,0.953711371065416,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
GATAD2B,ENSG00000143614,driver_antagonize,Stim48hr,3.2226264,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
GATC,ENSG00000257218,driver_antagonize,Stim8hr,2.7239575,0.0,none,,undetermined,False,,,,not_assessed,False
GCFC2,ENSG00000005436,driver_antagonize,Stim8hr,2.9028363,0.4686214239098927,moderate,,undetermined,False,,,,not_assessed,False
GDAP1,ENSG00000104381,driver_antagonize,Stim8hr,2.9925053,0.0,none,,undetermined,False,,,,not_assessed,False
GDI1,ENSG00000203879,driver_antagonize,Stim8hr,3.1612537,0.0,none,,undetermined,False,,,,not_assessed,False
GDPD3,ENSG00000102886,driver_antagonize,Stim48hr,3.0435805,0.0,none,,undetermined,False,,,,not_assessed,False
GDPD5,ENSG00000158555,brake_agonize,Stim8hr,3.23321,0.0,none,,undetermined,False,,,,not_assessed,False
GET3,ENSG00000198356,driver_antagonize,Stim8hr,3.4593906,0.0,none,,undetermined,False,,,,not_assessed,False
GFM1,ENSG00000168827,driver_antagonize,Stim8hr,2.8090847,0.0,none,,undetermined,False,,,,not_assessed,False
GGA2,ENSG00000103365,driver_antagonize,Stim8hr,3.2490382,0.0,none,,undetermined,False,,,,not_assessed,False
GIMAP4,ENSG00000133574,driver_antagonize,Stim48hr,3.9315495,0.0,none,,undetermined,False,,,,not_assessed,False
GINM1,ENSG00000055211,driver_antagonize,Stim48hr,3.72556,0.0,none,,undetermined,False,,,,not_assessed,False
GIPC1,ENSG00000123159,driver_antagonize,Rest,3.0914242,0.0,none,,undetermined,False,,,,not_assessed,False
GIT2,ENSG00000139436,driver_antagonize,Stim48hr,3.5681148,0.0,none,,undetermined,False,,,,not_assessed,False
GLO1,ENSG00000124767,driver_antagonize,Stim8hr,3.2031329,0.0,none,,undetermined,False,,,,not_assessed,False
GLRX3,ENSG00000108010,driver_antagonize,Stim48hr,4.0583873,0.0,none,,undetermined,False,,,,not_assessed,False
GLRX5,ENSG00000182512,driver_antagonize,Stim8hr,2.8623245,0.0,none,,undetermined,False,,,,not_assessed,False
GLS,ENSG00000115419,brake_agonize,Stim8hr,4.064354,0.646952088898583,strong,,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
GMCL1,ENSG00000087338,driver_antagonize,Rest,3.048688,0.0,none,,undetermined,False,,,,not_assessed,False
GMDS,ENSG00000112699,driver_antagonize,Stim48hr,3.227549,0.0,none,,undetermined,False,,,,not_assessed,False
GMEB1,ENSG00000162419,driver_antagonize,Stim48hr,3.3810894,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
GMFB,ENSG00000197045,driver_antagonize,Rest,3.5333033,0.0,none,,undetermined,False,,,,not_assessed,False
GNB1,ENSG00000078369,brake_agonize,Stim8hr,2.7517412,0.0,none,,undetermined,False,,,,not_assessed,False
GNE,ENSG00000159921,driver_antagonize,Stim8hr,2.9605258,0.0,none,,undetermined,False,,,,not_assessed,False
GNPAT,ENSG00000116906,brake_agonize,Stim8hr,5.3437047,0.0,none,,undetermined,False,,,,not_assessed,False
GNPDA1,ENSG00000113552,driver_antagonize,Stim8hr,3.0979924,0.6512568327010843,strong,,undetermined,False,,,,not_assessed,False
GNPTG,ENSG00000090581,brake_agonize,Stim8hr,2.9764922,0.0,none,,undetermined,False,,,,not_assessed,False
GOLGA1,ENSG00000136935,driver_antagonize,Rest,3.327476,0.0,none,,undetermined,False,,,,not_assessed,False
GOLGA5,ENSG00000066455,driver_antagonize,Stim8hr,4.87755,0.0,none,,undetermined,False,,,,not_assessed,False
GOLGA8B,ENSG00000215252,driver_antagonize,Stim8hr,3.7854297,0.0,none,,undetermined,False,,,,not_assessed,False
GON7,ENSG00000170270,driver_antagonize,Stim8hr,3.6227922,0.0,none,,undetermined,False,,,,not_assessed,False
GOPC,ENSG00000047932,driver_antagonize,Stim48hr,3.9655118,0.0,none,,undetermined,False,,,,not_assessed,False
GPALPP1,ENSG00000133114,brake_agonize,Stim8hr,3.28014,0.0,none,,undetermined,False,,,,not_assessed,False
GPATCH4,ENSG00000160818,driver_antagonize,Stim48hr,3.1345875,0.0,none,,undetermined,False,,,,not_assessed,False
GPR107,ENSG00000148358,driver_antagonize,Stim48hr,3.616663,0.0,none,GPCR,small molecule,True,,,,not_assessed,False
GPR15,ENSG00000154165,driver_antagonize,Stim48hr,2.9093103,0.0,none,GPCR,small molecule,True,,,,not_assessed,False
GPR157,ENSG00000180758,driver_antagonize,Stim8hr,3.3020632,0.0,none,GPCR,small molecule,True,,,,not_assessed,False
GPR171,ENSG00000174946,driver_antagonize,Stim8hr,2.8469296,0.0,none,GPCR,small molecule,True,,,,not_assessed,False
GPR55,ENSG00000135898,driver_antagonize,Stim8hr,3.4963152,0.5191585245178475,strong,GPCR,small molecule,True,0.0,,,novel_undrugged,False
GPR63,ENSG00000112218,brake_agonize,Stim48hr,3.3027344,0.0,none,GPCR,small molecule,True,,,,not_assessed,False
GPR68,ENSG00000119714,driver_antagonize,Rest,3.53191,0.0,none,GPCR,small molecule,True,,,,not_assessed,False
GPRIN3,ENSG00000185477,driver_antagonize,Stim8hr,4.332578,0.0,none,,undetermined,False,,,,not_assessed,False
GPS2,ENSG00000132522,brake_agonize,Stim8hr,2.988102,0.764780971165911,strong,,undetermined,False,,,,not_assessed,False
GRAMD1A,ENSG00000089351,brake_agonize,Stim48hr,3.255813,0.0,none,,undetermined,False,,,,not_assessed,False
GRAP2,ENSG00000100351,driver_antagonize,Stim48hr,3.3664956,0.1163532287023449,weak,,undetermined,False,,,,not_assessed,False
GRK4,ENSG00000125388,brake_agonize,Stim8hr,4.407708,0.0,none,kinase,small molecule,True,,,,not_assessed,False
GRN,ENSG00000030582,driver_antagonize,Rest,3.435237,0.0,none,,undetermined,False,,,,not_assessed,False
GSS,ENSG00000100983,driver_antagonize,Stim48hr,4.99298,0.0,none,,undetermined,False,,,,not_assessed,False
GSTO1,ENSG00000148834,driver_antagonize,Stim48hr,2.939863,0.0,none,,undetermined,False,,,,not_assessed,False
GSTP1,ENSG00000084207,driver_antagonize,Stim8hr,3.4600081,0.0,none,,undetermined,False,,,,not_assessed,False
GTF2H1,ENSG00000110768,driver_antagonize,Stim48hr,3.2118564,0.3975105154969098,moderate,,undetermined,False,,,,not_assessed,False
GTF3C4,ENSG00000125484,brake_agonize,Stim8hr,3.6046703,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
GTF3C5,ENSG00000148308,brake_agonize,Stim48hr,3.397343,0.0,none,,undetermined,False,,,,not_assessed,False
GTPBP1,ENSG00000100226,driver_antagonize,Rest,3.3167887,0.0,none,,undetermined,False,,,,not_assessed,False
GTSE1,ENSG00000075218,driver_antagonize,Stim48hr,3.919394,0.0,none,,undetermined,False,,,,not_assessed,False
GVQW3,ENSG00000179240,driver_antagonize,Stim8hr,3.8853934,0.0,none,,undetermined,False,,,,not_assessed,False
GYG1,ENSG00000163754,brake_agonize,Stim8hr,4.2084064,0.0,none,,undetermined,False,,,,not_assessed,False
GZMB,ENSG00000100453,driver_antagonize,Stim8hr,3.1951075,0.5884394161424527,strong,enzyme,small molecule,True,,,,not_assessed,False
GZMK,ENSG00000113088,brake_agonize,Rest,3.4282115,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
H1-4,ENSG00000168298,brake_agonize,Stim48hr,3.2637568,0.0,none,,undetermined,False,,,,not_assessed,False
H1-5,ENSG00000184357,driver_antagonize,Stim8hr,2.8518152,0.0,none,,undetermined,False,,,,not_assessed,False
H2BC8,ENSG00000273802,driver_antagonize,Stim48hr,3.3295584,0.0,none,,undetermined,False,,,,not_assessed,False
H3-3A,ENSG00000163041,driver_antagonize,Stim48hr,3.002296,0.0,none,,undetermined,False,,,,not_assessed,False
H4C2,ENSG00000278705,driver_antagonize,Rest,4.754821,0.0,none,,undetermined,False,,,,not_assessed,False
HACD2,ENSG00000206527,brake_agonize,Rest,3.4334366,0.0,none,,undetermined,False,,,,not_assessed,False
HAPLN3,ENSG00000140511,driver_antagonize,Stim8hr,4.486046,0.0,none,,undetermined,False,,,,not_assessed,False
HAT1,ENSG00000128708,brake_agonize,Stim8hr,3.0360653,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
HCCS,ENSG00000004961,brake_agonize,Rest,3.1822767,0.0,none,,undetermined,False,,,,not_assessed,False
HCN2,ENSG00000099822,brake_agonize,Rest,3.6759112,0.0,none,ion_channel,small molecule,True,,,,not_assessed,False
HDAC5,ENSG00000108840,driver_antagonize,Stim8hr,3.3943784,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
HDAC9,ENSG00000048052,driver_antagonize,Stim48hr,3.0069432,0.4785489530307014,moderate,enzyme,small molecule,True,,,,not_assessed,False
HDDC2,ENSG00000111906,driver_antagonize,Stim8hr,2.9759626,0.0,none,,undetermined,False,,,,not_assessed,False
HDHD3,ENSG00000119431,brake_agonize,Stim8hr,3.477016,0.0,none,,undetermined,False,,,,not_assessed,False
HDLBP,ENSG00000115677,driver_antagonize,Stim8hr,2.8084457,0.0,none,,undetermined,False,,,,not_assessed,False
HEATR3,ENSG00000155393,brake_agonize,Stim8hr,5.732935,0.5296561498633379,strong,,undetermined,False,0.0,,,novel_undrugged,False
HEATR5A,ENSG00000129493,brake_agonize,Rest,3.1218684,0.0,none,,undetermined,False,,,,not_assessed,False
HECTD1,ENSG00000092148,driver_antagonize,Stim48hr,3.906135,0.0,none,,undetermined,False,,,,not_assessed,False
HELZ,ENSG00000198265,driver_antagonize,Stim48hr,3.1202261,0.5132597766792943,strong,,undetermined,False,,,,not_assessed,False
HERPUD2,ENSG00000122557,driver_antagonize,Stim48hr,3.6985855,0.0,none,,undetermined,False,,,,not_assessed,False
HEXB,ENSG00000049860,driver_antagonize,Stim8hr,3.095251,0.0,none,,undetermined,False,,,,not_assessed,False
HEXIM2,ENSG00000168517,driver_antagonize,Stim8hr,3.201758,0.0,none,,undetermined,False,,,,not_assessed,False
HGSNAT,ENSG00000165102,driver_antagonize,Stim8hr,3.1646929,0.0,none,,undetermined,False,,,,not_assessed,False
HIC2,ENSG00000169635,driver_antagonize,Rest,4.1402216,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
HIP1R,ENSG00000130787,brake_agonize,Stim48hr,5.3721223,0.0,none,,undetermined,False,,,,not_assessed,False
HIPK1,ENSG00000163349,driver_antagonize,Stim8hr,3.0688505,0.5816533118464949,strong,kinase,small molecule,True,,,,not_assessed,False
HK1,ENSG00000156515,brake_agonize,Stim8hr,2.9063756,0.0,none,,undetermined,False,,,,not_assessed,False
HLTF,ENSG00000071794,driver_antagonize,Stim48hr,4.474428,0.0,none,,undetermined,False,,,,not_assessed,False
HM13,ENSG00000101294,driver_antagonize,Rest,4.4601507,0.0,none,,undetermined,False,,,,not_assessed,False
HMG20A,ENSG00000140382,brake_agonize,Rest,4.4895806,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
HMGXB3,ENSG00000113716,driver_antagonize,Stim48hr,5.08606,0.0,none,,undetermined,False,,,,not_assessed,False
HNF1B,ENSG00000275410,brake_agonize,Stim48hr,3.175982,0.9282106246672605,strong,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
HNRNPM,ENSG00000099783,driver_antagonize,Stim48hr,3.6039398,0.0,none,,undetermined,False,,,,not_assessed,False
HNRNPUL2,ENSG00000214753,driver_antagonize,Stim48hr,3.6931462,0.0,none,,undetermined,False,,,,not_assessed,False
HPCAL1,ENSG00000115756,driver_antagonize,Stim48hr,3.1169515,0.0,none,,undetermined,False,,,,not_assessed,False
HPF1,ENSG00000056050,driver_antagonize,Rest,3.8568425,0.0,none,,undetermined,False,,,,not_assessed,False
HPS3,ENSG00000163755,driver_antagonize,Stim8hr,2.824649,0.0,none,,undetermined,False,,,,not_assessed,False
HPS5,ENSG00000110756,driver_antagonize,Stim8hr,3.1431713,0.173692129777012,weak,,undetermined,False,,,,not_assessed,False
HPS6,ENSG00000166189,driver_antagonize,Stim48hr,4.3662252,0.0,none,,undetermined,False,,,,not_assessed,False
HRAS,ENSG00000174775,driver_antagonize,Stim8hr,3.8279407,0.683,strong,enzyme,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
HS1BP3,ENSG00000118960,driver_antagonize,Stim8hr,3.5977938,0.0,none,,undetermined,False,,,,not_assessed,False
HS3ST3B1,ENSG00000125430,driver_antagonize,Stim8hr,4.3445473,0.0,none,,undetermined,False,,,,not_assessed,False
HSD11B1,ENSG00000117594,driver_antagonize,Stim8hr,3.8246646,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
HSD17B8,ENSG00000204228,brake_agonize,Stim8hr,2.9680607,0.0,none,,undetermined,False,,,,not_assessed,False
HSH2D,ENSG00000196684,driver_antagonize,Rest,3.1224546,0.0,none,,undetermined,False,,,,not_assessed,False
HSPA2,ENSG00000126803,brake_agonize,Stim8hr,2.8744907,0.0,none,,undetermined,False,,,,not_assessed,False
HSPA8,ENSG00000109971,brake_agonize,Stim8hr,3.7606013,0.0,none,,undetermined,False,,,,not_assessed,False
HTT,ENSG00000197386,driver_antagonize,Stim48hr,3.1556962,0.5296863511520485,strong,,undetermined,False,,,,not_assessed,False
HYLS1,ENSG00000198331,brake_agonize,Stim48hr,4.503636,0.0,none,,undetermined,False,,,,not_assessed,False
ICAM3,ENSG00000076662,brake_agonize,Rest,3.7545896,0.0,none,,undetermined,False,,,,not_assessed,False
IDH3A,ENSG00000166411,driver_antagonize,Stim48hr,3.0776234,0.0,none,,undetermined,False,,,,not_assessed,False
IDNK,ENSG00000148057,driver_antagonize,Stim48hr,2.9787095,0.0,none,,undetermined,False,,,,not_assessed,False
IER3IP1,ENSG00000134049,brake_agonize,Stim48hr,3.167311,0.2896635432169236,moderate,,undetermined,False,,,,not_assessed,False
IFI27L1,ENSG00000165948,brake_agonize,Stim8hr,4.0987573,0.0,none,,undetermined,False,,,,not_assessed,False
IFITM2,ENSG00000185201,driver_antagonize,Stim8hr,3.4738503,0.5112113756772085,strong,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
IFNG,ENSG00000111537,driver_antagonize,Stim8hr,3.9410307,0.5688273839642564,strong,cytokine,biologic (secreted),True,3.0,APPROVAL;PHASE_1;PHASE_2,4.0,approved_drug_exists,False
IFT20,ENSG00000109083,brake_agonize,Stim48hr,4.125899,0.0,none,,undetermined,False,,,,not_assessed,False
IFT43,ENSG00000119650,driver_antagonize,Stim8hr,2.7892125,0.0,none,,undetermined,False,,,,not_assessed,False
IFT57,ENSG00000114446,driver_antagonize,Rest,3.5472627,0.0,none,,undetermined,False,,,,not_assessed,False
IGF2BP3,ENSG00000136231,driver_antagonize,Stim8hr,2.7543423,0.0,none,,undetermined,False,,,,not_assessed,False
IGSF3,ENSG00000143061,driver_antagonize,Stim8hr,2.8135846,0.0,none,,undetermined,False,,,,not_assessed,False
IGSF8,ENSG00000162729,driver_antagonize,Stim8hr,3.1174006,0.0,none,,undetermined,False,,,,not_assessed,False
IKBIP,ENSG00000166130,driver_antagonize,Stim48hr,2.9630725,0.0,none,,undetermined,False,,,,not_assessed,False
IKBKE,ENSG00000263528,driver_antagonize,Rest,3.2070062,0.7950610155833502,strong,kinase,small molecule,True,,,,not_assessed,False
IKZF3,ENSG00000161405,brake_agonize,Stim8hr,3.23449,0.352865527835401,moderate,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
IKZF5,ENSG00000095574,brake_agonize,Stim48hr,4.3143997,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
IL10RB,ENSG00000243646,driver_antagonize,Stim48hr,4.2507105,0.8777499921976097,strong,catalytic_receptor,antibody/biologic (surface),True,3.0,PHASE_2;PHASE_3,3.0,clinical_stage_drug,False
IL15,ENSG00000164136,driver_antagonize,Stim8hr,2.9191043,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
IL15RA,ENSG00000134470,driver_antagonize,Rest,3.2728124,0.1231647626897399,weak,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
IL18R1,ENSG00000115604,driver_antagonize,Stim8hr,2.9810116,0.8538432367364134,strong,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
IL18RAP,ENSG00000115607,driver_antagonize,Stim8hr,2.780695,0.8345198157310743,strong,cytokine_receptor,antibody/biologic (surface),True,,,,not_assessed,False
IL1R1,ENSG00000115594,driver_antagonize,Stim8hr,2.7470546,0.7664882979513414,strong,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
IL21R,ENSG00000103522,driver_antagonize,Rest,4.117666,0.9129483693425716,strong,catalytic_receptor,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
IL22,ENSG00000127318,driver_antagonize,Stim8hr,2.9578865,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
IL26,ENSG00000111536,brake_agonize,Stim8hr,3.2678382,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
IL2RA,ENSG00000134460,driver_antagonize,Stim8hr,5.5164566,0.9028117061582344,strong,catalytic_receptor,antibody/biologic (surface),True,7.0,APPROVAL;PHASE_2;PHASE_3,4.0,approved_drug_exists,False
IL32,ENSG00000008517,driver_antagonize,Stim48hr,2.9802077,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
IL4R,ENSG00000077238,brake_agonize,Stim48hr,6.7257023,0.966457163026331,strong,catalytic_receptor,antibody/biologic (surface),True,2.0,APPROVAL;PHASE_3,4.0,approved_drug_exists,False
IL6R,ENSG00000160712,driver_antagonize,Stim8hr,4.134153,0.906155696969496,strong,catalytic_receptor,antibody/biologic (surface),True,5.0,APPROVAL;PHASE_2,4.0,approved_drug_exists,False
IMPACT,ENSG00000154059,driver_antagonize,Stim48hr,3.72063,0.0,none,,undetermined,False,,,,not_assessed,False
IMPDH2,ENSG00000178035,brake_agonize,Stim8hr,4.2585034,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
ING1,ENSG00000153487,brake_agonize,Stim8hr,3.5560598,0.3568380754033949,moderate,,undetermined,False,0.0,,,novel_undrugged,False
ING4,ENSG00000111653,driver_antagonize,Stim8hr,3.3609169,0.0,none,,undetermined,False,,,,not_assessed,False
INO80,ENSG00000128908,driver_antagonize,Stim48hr,4.306061,0.0,none,,undetermined,False,,,,not_assessed,False
INO80B,ENSG00000115274,brake_agonize,Rest,5.7124453,0.0,none,,undetermined,False,,,,not_assessed,False
INPP5B,ENSG00000204084,driver_antagonize,Stim48hr,3.1860876,0.7715712112862525,strong,enzyme,small molecule,True,,,,not_assessed,False
INPP5D,ENSG00000168918,brake_agonize,Stim48hr,4.8130493,0.445,moderate,enzyme,small molecule,True,1.0,PHASE_3,3.0,clinical_stage_drug,False
INSIG2,ENSG00000125629,driver_antagonize,Stim48hr,3.4040966,0.0,none,,undetermined,False,,,,not_assessed,False
INSL3,ENSG00000248099,driver_antagonize,Stim48hr,3.0731263,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
INTS6,ENSG00000102786,brake_agonize,Stim48hr,3.2955587,0.0,none,,undetermined,False,,,,not_assessed,False
INTS6L,ENSG00000165359,driver_antagonize,Stim8hr,2.7755,0.0,none,,undetermined,False,,,,not_assessed,False
IQCG,ENSG00000114473,brake_agonize,Stim48hr,3.2910156,0.0,none,,undetermined,False,,,,not_assessed,False
IQGAP1,ENSG00000140575,brake_agonize,Stim8hr,3.0536015,0.2212629159769973,weak,,undetermined,False,,,,not_assessed,False
IQGAP2,ENSG00000145703,brake_agonize,Rest,4.3003716,0.0,none,,undetermined,False,,,,not_assessed,False
IRAK3,ENSG00000090376,brake_agonize,Rest,5.290348,0.3799567485072632,moderate,kinase,small molecule,True,0.0,,,novel_undrugged,False
IRF3,ENSG00000126456,driver_antagonize,Stim8hr,4.171645,0.7806446745763066,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
IRF7,ENSG00000185507,brake_agonize,Rest,3.5068552,0.523,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
IRF8,ENSG00000140968,brake_agonize,Stim8hr,5.646163,0.8108945232369611,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
ISL2,ENSG00000159556,driver_antagonize,Stim48hr,3.6240246,0.2486610957097828,weak,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
ITFG1,ENSG00000129636,driver_antagonize,Stim8hr,3.0840259,0.4728935116801951,moderate,,undetermined,False,,,,not_assessed,False
ITGAL,ENSG00000005844,brake_agonize,Stim8hr,4.5958247,0.7017335607511022,strong,kinase,small molecule,True,4.0,APPROVAL;UNKNOWN,4.0,approved_drug_exists,False
ITGAM,ENSG00000169896,brake_agonize,Stim8hr,2.7806847,0.6332731628023576,strong,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
ITK,ENSG00000113263,driver_antagonize,Stim8hr,3.477363,0.766,strong,kinase,small molecule,True,4.0,APPROVAL,4.0,approved_drug_exists,False
ITM2A,ENSG00000078596,brake_agonize,Rest,3.5503418,0.6373549942699175,strong,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
ITPRIPL2,ENSG00000205730,driver_antagonize,Stim48hr,3.829862,0.0,none,,undetermined,False,,,,not_assessed,False
JAK2,ENSG00000096968,driver_antagonize,Stim8hr,2.9031372,0.8856017885539482,strong,kinase,small molecule,True,,,,not_assessed,False
