target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,suggested_modality,is_druggable,n_drugs,drug_stages,max_drug_stage,novelty_class,in_paper_noms
STAT4,ENSG00000138378,driver_antagonize,Stim48hr,4.786642,0.8668375080825467,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
STAT5B,ENSG00000173757,driver_antagonize,Stim48hr,4.517819,0.807,strong,transcription_factor,small molecule,True,0.0,,,novel_undrugged,False
STAT6,ENSG00000166888,brake_agonize,Stim48hr,4.709111,0.8063445470245679,strong,transcription_factor,small molecule,True,0.0,,,novel_undrugged,False
STAU1,ENSG00000124214,driver_antagonize,Stim48hr,3.941424,0.0,none,,undetermined,False,,,,not_assessed,False
STC2,ENSG00000113739,driver_antagonize,Stim8hr,3.5432162,0.0,none,,undetermined,False,,,,not_assessed,False
STIM1,ENSG00000167323,driver_antagonize,Stim48hr,3.683529,0.777,strong,,small molecule,True,0.0,,,novel_undrugged,False
STIM2,ENSG00000109689,driver_antagonize,Stim8hr,3.996533,0.268,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
STING1,ENSG00000184584,driver_antagonize,Stim48hr,3.9817655,0.607930797611621,strong,,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
STIP1,ENSG00000168439,driver_antagonize,Stim48hr,3.2948809,0.408152847575439,moderate,,undetermined,False,,,,not_assessed,False
STK11,ENSG00000118046,brake_agonize,Stim8hr,4.2584662,0.0,none,kinase,small molecule,True,,,,not_assessed,False
STK36,ENSG00000163482,driver_antagonize,Stim48hr,3.896915,0.0,none,kinase,small molecule,True,,,,not_assessed,False
STN1,ENSG00000107960,driver_antagonize,Stim8hr,3.4424467,0.1031397710943275,weak,,undetermined,False,,,,not_assessed,False
STOML1,ENSG00000067221,brake_agonize,Rest,3.806204,0.0,none,,undetermined,False,,,,not_assessed,False
STRADA,ENSG00000266173,driver_antagonize,Stim48hr,5.3707185,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
STRIP1,ENSG00000143093,driver_antagonize,Stim8hr,3.1499586,0.0,none,,undetermined,False,,,,not_assessed,False
STX8,ENSG00000170310,brake_agonize,Rest,3.7175236,0.0,none,,undetermined,False,,,,not_assessed,False
STXBP1,ENSG00000136854,driver_antagonize,Stim8hr,3.541206,0.0,none,,undetermined,False,,,,not_assessed,False
SUCLG1,ENSG00000163541,brake_agonize,Stim48hr,2.9745018,0.0,none,,undetermined,False,,,,not_assessed,False
SUCO,ENSG00000094975,driver_antagonize,Stim8hr,3.2128055,0.0,none,,undetermined,False,,,,not_assessed,False
SUGP1,ENSG00000105705,driver_antagonize,Stim48hr,3.2017775,0.3232331452262536,moderate,,undetermined,False,,,,not_assessed,False
SULF2,ENSG00000196562,brake_agonize,Stim48hr,3.97456,0.6383566083228334,strong,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
SUOX,ENSG00000139531,driver_antagonize,Stim8hr,4.1588707,0.9019085679890242,strong,,small molecule,True,0.0,,,novel_undrugged,False
SV2A,ENSG00000159164,brake_agonize,Stim48hr,3.124419,0.0,none,transporter,small molecule,True,,,,not_assessed,False
SVBP,ENSG00000177868,driver_antagonize,Stim48hr,4.105567,0.0,none,,undetermined,False,,,,not_assessed,False
SYNE2,ENSG00000054654,driver_antagonize,Stim48hr,3.7384446,0.587197905401043,strong,,small molecule,True,0.0,,,novel_undrugged,False
SYNE3,ENSG00000176438,driver_antagonize,Stim8hr,5.351469,0.0,none,,undetermined,False,,,,not_assessed,False
SYNGR2,ENSG00000108639,driver_antagonize,Stim8hr,2.7227054,0.0,none,,undetermined,False,,,,not_assessed,False
SYNM,ENSG00000182253,driver_antagonize,Rest,3.8863583,0.0,none,,undetermined,False,,,,not_assessed,False
SYPL1,ENSG00000008282,brake_agonize,Stim8hr,3.2727892,0.5173070108445803,strong,,undetermined,False,,,,not_assessed,False
SYTL3,ENSG00000164674,brake_agonize,Rest,4.4943633,0.0,none,,undetermined,False,,,,not_assessed,False
SYVN1,ENSG00000162298,driver_antagonize,Stim8hr,2.7327425,0.0,none,,undetermined,False,,,,not_assessed,False
TAB1,ENSG00000100324,driver_antagonize,Stim48hr,2.896302,0.0,none,,undetermined,False,,,,not_assessed,False
TAF11,ENSG00000064995,brake_agonize,Stim8hr,3.3819907,0.4994379998211943,moderate,,small molecule,True,0.0,,,novel_undrugged,False
TAF13,ENSG00000197780,brake_agonize,Stim8hr,3.012843,0.0,none,,undetermined,False,,,,not_assessed,False
TAFAZZIN,ENSG00000102125,driver_antagonize,Rest,3.1687136,0.0,none,,undetermined,False,,,,not_assessed,False
TANGO2,ENSG00000183597,driver_antagonize,Stim8hr,3.5711827,0.0,none,,undetermined,False,,,,not_assessed,False
TARBP1,ENSG00000059588,driver_antagonize,Stim48hr,2.9994102,0.0,none,,undetermined,False,,,,not_assessed,False
TATDN1,ENSG00000147687,driver_antagonize,Stim8hr,3.0578547,0.0,none,,undetermined,False,,,,not_assessed,False
TBC1D10A,ENSG00000099992,brake_agonize,Rest,4.529819,0.0,none,,undetermined,False,,,,not_assessed,False
TBC1D13,ENSG00000107021,driver_antagonize,Stim48hr,4.104522,0.0,none,,undetermined,False,,,,not_assessed,False
TBC1D14,ENSG00000132405,driver_antagonize,Stim8hr,2.8712957,0.0,none,,undetermined,False,,,,not_assessed,False
TBC1D15,ENSG00000121749,brake_agonize,Stim48hr,3.0096517,0.0,none,,undetermined,False,,,,not_assessed,False
TBC1D9B,ENSG00000197226,brake_agonize,Stim8hr,3.177435,0.0,none,,undetermined,False,,,,not_assessed,False
TBL1X,ENSG00000101849,brake_agonize,Stim8hr,3.765844,0.0,none,,undetermined,False,,,,not_assessed,False
TBX21,ENSG00000073861,driver_antagonize,Stim8hr,7.4424825,0.6494782739712848,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
TC2N,ENSG00000165929,brake_agonize,Stim48hr,3.1150136,0.0,none,,undetermined,False,,,,not_assessed,False
TCEAL8,ENSG00000180964,driver_antagonize,Stim8hr,2.770424,0.0,none,,undetermined,False,,,,not_assessed,False
TCEANC,ENSG00000176896,brake_agonize,Stim8hr,4.76732,0.0,none,,undetermined,False,,,,not_assessed,False
TCEANC2,ENSG00000116205,driver_antagonize,Stim8hr,4.5082936,0.0,none,,undetermined,False,,,,not_assessed,False
TCF20,ENSG00000100207,brake_agonize,Stim8hr,2.9659297,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TCF25,ENSG00000141002,driver_antagonize,Stim48hr,3.0241792,0.0,none,,undetermined,False,,,,not_assessed,False
TCF3,ENSG00000071564,brake_agonize,Stim48hr,3.190288,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TCF4,ENSG00000196628,driver_antagonize,Stim48hr,3.7939644,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TDRKH,ENSG00000182134,driver_antagonize,Stim48hr,5.2679315,0.6727070002291871,strong,,undetermined,False,0.0,,,novel_undrugged,False
TECPR1,ENSG00000205356,driver_antagonize,Stim8hr,2.8536077,0.0,none,,undetermined,False,,,,not_assessed,False
TERF2IP,ENSG00000166848,brake_agonize,Stim8hr,2.832733,0.0,none,,undetermined,False,,,,not_assessed,False
TES,ENSG00000135269,driver_antagonize,Stim48hr,4.5486255,0.0,none,,undetermined,False,,,,not_assessed,False
TESK2,ENSG00000070759,driver_antagonize,Stim48hr,3.2160275,0.0,none,kinase,small molecule,True,,,,not_assessed,False
TFB1M,ENSG00000029639,driver_antagonize,Stim8hr,2.995201,0.0,none,,undetermined,False,,,,not_assessed,False
TGFBR2,ENSG00000163513,brake_agonize,Rest,3.121459,0.0,none,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
TGFBRAP1,ENSG00000135966,brake_agonize,Stim48hr,3.2567792,0.0,none,,undetermined,False,,,,not_assessed,False
THAP8,ENSG00000161277,driver_antagonize,Rest,3.2958374,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
THBS3,ENSG00000169231,driver_antagonize,Rest,3.1473107,0.4468241852299279,moderate,,undetermined,False,,,,not_assessed,False
THEMIS2,ENSG00000130775,driver_antagonize,Stim8hr,4.754267,0.0,none,,undetermined,False,,,,not_assessed,False
THOP1,ENSG00000172009,driver_antagonize,Stim48hr,3.014133,0.1821948003422464,weak,,undetermined,False,,,,not_assessed,False
TIA1,ENSG00000116001,driver_antagonize,Stim8hr,3.7353227,0.0,none,,undetermined,False,,,,not_assessed,False
TIAL1,ENSG00000151923,driver_antagonize,Stim8hr,2.949618,0.0,none,,undetermined,False,,,,not_assessed,False
TIGAR,ENSG00000078237,driver_antagonize,Stim8hr,4.676092,0.0,none,,undetermined,False,,,,not_assessed,False
TIGD5,ENSG00000179886,brake_agonize,Stim8hr,3.2665215,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TIGD6,ENSG00000164296,driver_antagonize,Stim48hr,3.5144956,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TIMM10,ENSG00000134809,brake_agonize,Rest,4.751952,0.0,none,,undetermined,False,,,,not_assessed,False
TIMM21,ENSG00000075336,brake_agonize,Stim8hr,3.1169336,0.0,none,,undetermined,False,,,,not_assessed,False
TIMM8A,ENSG00000126953,brake_agonize,Rest,6.154007,0.0,none,,undetermined,False,,,,not_assessed,False
TIMP1,ENSG00000102265,driver_antagonize,Stim8hr,4.9029703,0.0,none,,undetermined,False,,,,not_assessed,False
TIPARP,ENSG00000163659,driver_antagonize,Stim48hr,5.1219,0.0,none,,undetermined,False,,,,not_assessed,False
TLCD3A,ENSG00000167695,driver_antagonize,Stim8hr,2.9205065,0.0,none,,undetermined,False,,,,not_assessed,False
TLE4,ENSG00000106829,driver_antagonize,Rest,3.3855224,0.3694423191496652,moderate,,undetermined,False,,,,not_assessed,False
TLX2,ENSG00000115297,driver_antagonize,Stim8hr,4.335097,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TM2D3,ENSG00000184277,driver_antagonize,Stim8hr,3.377288,0.0,none,,undetermined,False,,,,not_assessed,False
TM6SF1,ENSG00000136404,brake_agonize,Stim48hr,3.2416787,0.0,none,,undetermined,False,,,,not_assessed,False
TM7SF3,ENSG00000064115,brake_agonize,Rest,4.675468,0.0,none,,undetermined,False,,,,not_assessed,False
TM9SF2,ENSG00000125304,brake_agonize,Stim48hr,3.1100626,0.4533140008972858,moderate,,undetermined,False,,,,not_assessed,False
TM9SF3,ENSG00000077147,driver_antagonize,Stim8hr,5.621813,0.0,none,,undetermined,False,,,,not_assessed,False
TMBIM6,ENSG00000139644,driver_antagonize,Stim48hr,2.9170861,0.0,none,,undetermined,False,,,,not_assessed,False
TMCO6,ENSG00000113119,brake_agonize,Rest,4.17599,0.0,none,,undetermined,False,,,,not_assessed,False
TMED1,ENSG00000099203,driver_antagonize,Stim8hr,3.8567622,0.0,none,,undetermined,False,,,,not_assessed,False
TMED10,ENSG00000170348,driver_antagonize,Stim8hr,3.1094408,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM101,ENSG00000091947,driver_antagonize,Stim8hr,3.803687,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM106A,ENSG00000184988,driver_antagonize,Rest,3.3921554,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM106B,ENSG00000106460,driver_antagonize,Rest,3.6922667,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM106C,ENSG00000134291,brake_agonize,Stim8hr,3.2352202,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM115,ENSG00000126062,brake_agonize,Rest,5.8569236,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM120B,ENSG00000188735,driver_antagonize,Stim8hr,4.7279897,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM126B,ENSG00000171204,driver_antagonize,Stim48hr,3.07207,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM127,ENSG00000135956,driver_antagonize,Stim8hr,2.7636223,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM128,ENSG00000132406,brake_agonize,Stim8hr,3.2273571,0.5221315465642752,strong,,undetermined,False,,,,not_assessed,False
TMEM131,ENSG00000075568,brake_agonize,Stim8hr,3.3218033,0.2904624047260886,moderate,,undetermined,False,,,,not_assessed,False
TMEM138,ENSG00000149483,driver_antagonize,Stim8hr,2.8384893,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM14A,ENSG00000096092,brake_agonize,Stim48hr,3.8177924,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM150A,ENSG00000168890,driver_antagonize,Stim8hr,3.4942923,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM154,ENSG00000170006,driver_antagonize,Stim8hr,3.1997757,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM179B,ENSG00000185475,brake_agonize,Stim8hr,3.0168693,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM204,ENSG00000131634,driver_antagonize,Rest,3.066392,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM205,ENSG00000105518,brake_agonize,Rest,4.3890657,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM208,ENSG00000168701,driver_antagonize,Stim48hr,3.1769407,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM217,ENSG00000172738,brake_agonize,Stim48hr,2.9236155,0.1619931462263524,weak,,undetermined,False,,,,not_assessed,False
TMEM219,ENSG00000149932,driver_antagonize,Stim8hr,2.8255713,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM220,ENSG00000187824,brake_agonize,Stim48hr,3.7440724,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM222,ENSG00000186501,driver_antagonize,Stim8hr,3.83293,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM234,ENSG00000160055,brake_agonize,Stim8hr,5.5883646,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM267,ENSG00000151881,brake_agonize,Rest,3.0931344,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM30B,ENSG00000182107,brake_agonize,Rest,3.2603385,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM33,ENSG00000109133,brake_agonize,Stim8hr,3.6156194,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM35B,ENSG00000243749,driver_antagonize,Rest,3.2142034,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM50A,ENSG00000183726,brake_agonize,Stim48hr,3.0120435,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM60,ENSG00000135211,brake_agonize,Rest,4.0023804,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM62,ENSG00000137842,driver_antagonize,Rest,4.9536753,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM63B,ENSG00000137216,driver_antagonize,Stim48hr,3.7076657,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM68,ENSG00000167904,brake_agonize,Rest,3.578051,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM87A,ENSG00000103978,driver_antagonize,Stim8hr,3.6057553,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM8B,ENSG00000137103,driver_antagonize,Stim8hr,3.6588469,0.0,none,,undetermined,False,,,,not_assessed,False
TMEM9B,ENSG00000175348,driver_antagonize,Stim48hr,3.4790242,0.0,none,,undetermined,False,,,,not_assessed,False
TMPO,ENSG00000120802,driver_antagonize,Stim8hr,2.888419,0.0,none,,undetermined,False,,,,not_assessed,False
TMPPE,ENSG00000188167,driver_antagonize,Rest,3.0685956,0.7377029305859487,strong,,undetermined,False,,,,not_assessed,False
TMX1,ENSG00000139921,driver_antagonize,Stim8hr,4.8597593,0.0,none,,undetermined,False,,,,not_assessed,False
TMX2,ENSG00000213593,brake_agonize,Stim8hr,3.0244257,0.0,none,,undetermined,False,,,,not_assessed,False
TNFAIP3,ENSG00000118503,brake_agonize,Rest,3.3030226,0.9284922873109042,strong,,undetermined,False,0.0,,,novel_undrugged,False
TNFAIP8,ENSG00000145779,driver_antagonize,Rest,3.1421363,0.8756491494071583,strong,,undetermined,False,,,,not_assessed,False
TNFRSF10D,ENSG00000173530,driver_antagonize,Stim8hr,4.4508014,0.0,none,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
TNFRSF1B,ENSG00000028137,brake_agonize,Stim8hr,4.4444833,0.5684701868598605,strong,catalytic_receptor,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
TNFSF9,ENSG00000125657,driver_antagonize,Stim48hr,3.1738408,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
TNIP2,ENSG00000168884,brake_agonize,Stim8hr,4.1830544,0.6318877121595461,strong,,undetermined,False,0.0,,,novel_undrugged,False
TNKS2,ENSG00000107854,driver_antagonize,Stim8hr,3.0368025,0.0,none,,undetermined,False,,,,not_assessed,False
TNPO1,ENSG00000083312,brake_agonize,Stim8hr,3.1115227,0.4050037079942046,moderate,,undetermined,False,,,,not_assessed,False
TOMM5,ENSG00000175768,brake_agonize,Stim8hr,3.6444638,0.0,none,,undetermined,False,,,,not_assessed,False
TOPBP1,ENSG00000163781,driver_antagonize,Stim8hr,2.9787674,0.0,none,,undetermined,False,,,,not_assessed,False
TP53I13,ENSG00000167543,driver_antagonize,Stim48hr,4.2805,0.0,none,,undetermined,False,,,,not_assessed,False
TPP2,ENSG00000134900,driver_antagonize,Stim8hr,2.7271552,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
TPST1,ENSG00000169902,brake_agonize,Stim8hr,4.396168,0.0,none,,undetermined,False,,,,not_assessed,False
TRA2A,ENSG00000164548,driver_antagonize,Stim8hr,3.5902278,0.0,none,,undetermined,False,,,,not_assessed,False
TRAF3IP2,ENSG00000056972,driver_antagonize,Rest,3.222671,0.8612719603865221,strong,,undetermined,False,,,,not_assessed,False
TRAF3IP3,ENSG00000009790,brake_agonize,Stim8hr,3.7272415,0.0,none,,undetermined,False,,,,not_assessed,False
TRAF6,ENSG00000175104,driver_antagonize,Stim8hr,2.807724,0.0,none,,undetermined,False,,,,not_assessed,False
TRAM2,ENSG00000065308,driver_antagonize,Stim48hr,3.3794162,0.0,none,,undetermined,False,,,,not_assessed,False
TRAPPC3,ENSG00000054116,driver_antagonize,Stim8hr,3.2394063,0.0,none,,undetermined,False,,,,not_assessed,False
TRAPPC9,ENSG00000167632,driver_antagonize,Stim8hr,3.2069492,0.0,none,,undetermined,False,,,,not_assessed,False
TRIM38,ENSG00000112343,brake_agonize,Stim8hr,4.1713476,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
TRIM5,ENSG00000132256,driver_antagonize,Stim8hr,2.7294242,0.0,none,,undetermined,False,,,,not_assessed,False
TRIM52,ENSG00000183718,driver_antagonize,Stim48hr,3.5407317,0.0,none,,undetermined,False,,,,not_assessed,False
TRIM69,ENSG00000185880,driver_antagonize,Stim48hr,3.1826804,0.0,none,,undetermined,False,,,,not_assessed,False
TRIP6,ENSG00000087077,driver_antagonize,Stim8hr,2.936696,0.0,none,,undetermined,False,,,,not_assessed,False
TRMT2A,ENSG00000099899,driver_antagonize,Stim8hr,2.960863,0.0,none,,undetermined,False,,,,not_assessed,False
TRMU,ENSG00000100416,driver_antagonize,Stim8hr,3.1097383,0.6446323240504049,strong,,undetermined,False,,,,not_assessed,False
TRPT1,ENSG00000149743,driver_antagonize,Stim8hr,3.2291245,0.0,none,,undetermined,False,,,,not_assessed,False
TRRAP,ENSG00000196367,brake_agonize,Stim48hr,3.6830866,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
TSC22D3,ENSG00000157514,driver_antagonize,Rest,3.0845594,0.0,none,,undetermined,False,,,,not_assessed,False
TSEN15,ENSG00000198860,driver_antagonize,Rest,3.1770778,0.0,none,,undetermined,False,,,,not_assessed,False
TSHZ1,ENSG00000179981,driver_antagonize,Rest,3.0668824,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TSHZ3,ENSG00000121297,driver_antagonize,Stim8hr,3.79358,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
TSPYL4,ENSG00000187189,brake_agonize,Rest,3.73535,0.0,none,,undetermined,False,,,,not_assessed,False
TSTD2,ENSG00000136925,brake_agonize,Stim8hr,2.944499,0.0,none,,undetermined,False,,,,not_assessed,False
TTC12,ENSG00000149292,driver_antagonize,Stim8hr,3.3615594,0.0,none,,undetermined,False,,,,not_assessed,False
TTC17,ENSG00000052841,driver_antagonize,Rest,3.9748647,0.0,none,,undetermined,False,,,,not_assessed,False
TTC19,ENSG00000011295,driver_antagonize,Stim8hr,3.5476644,0.43723093035117,moderate,,undetermined,False,0.0,,,novel_undrugged,False
TTPAL,ENSG00000124120,brake_agonize,Stim48hr,4.8575025,0.0,none,,undetermined,False,,,,not_assessed,False
TTYH2,ENSG00000141540,brake_agonize,Rest,3.2266827,0.0,none,,undetermined,False,,,,not_assessed,False
TUBA1C,ENSG00000167553,driver_antagonize,Rest,3.1126282,0.0,none,,undetermined,False,,,,not_assessed,False
TUBB2A,ENSG00000137267,brake_agonize,Stim8hr,3.297685,0.0,none,,undetermined,False,,,,not_assessed,False
TUBD1,ENSG00000108423,driver_antagonize,Stim48hr,2.95167,0.7993034513049948,strong,,undetermined,False,,,,not_assessed,False
TUFM,ENSG00000178952,brake_agonize,Stim8hr,4.5489635,0.5940206319011968,strong,,small molecule,True,0.0,,,novel_undrugged,False
TUFT1,ENSG00000143367,driver_antagonize,Stim8hr,3.0981379,0.0,none,,undetermined,False,,,,not_assessed,False
TUT7,ENSG00000083223,brake_agonize,Stim8hr,2.9080942,0.0,none,,undetermined,False,,,,not_assessed,False
TWSG1,ENSG00000128791,driver_antagonize,Stim8hr,3.4181592,0.0,none,,undetermined,False,,,,not_assessed,False
TXK,ENSG00000074966,driver_antagonize,Stim8hr,3.475004,0.557,strong,kinase,small molecule,True,2.0,APPROVAL,4.0,approved_drug_exists,False
TXLNG,ENSG00000086712,brake_agonize,Rest,3.6114686,0.0,none,,undetermined,False,,,,not_assessed,False
TXNDC15,ENSG00000113621,brake_agonize,Stim48hr,2.9772947,0.0,none,,undetermined,False,,,,not_assessed,False
TXNDC17,ENSG00000129235,driver_antagonize,Stim8hr,2.9543798,0.0,none,,undetermined,False,,,,not_assessed,False
TXNIP,ENSG00000265972,driver_antagonize,Stim48hr,3.1945963,0.0,none,,undetermined,False,,,,not_assessed,False
TYW5,ENSG00000162971,driver_antagonize,Rest,3.651154,0.3014268009933334,moderate,,small molecule,True,0.0,,,novel_undrugged,False
U2AF1L4,ENSG00000161265,driver_antagonize,Stim8hr,4.1897254,0.0,none,,undetermined,False,,,,not_assessed,False
UBA5,ENSG00000081307,brake_agonize,Stim8hr,3.372316,0.0,none,,undetermined,False,,,,not_assessed,False
UBE2E2,ENSG00000182247,driver_antagonize,Stim8hr,2.942876,0.3630399810519125,moderate,,undetermined,False,,,,not_assessed,False
UBE2L6,ENSG00000156587,driver_antagonize,Stim8hr,4.017349,0.4171278779210625,moderate,,small molecule,True,0.0,,,novel_undrugged,False
UBE2N,ENSG00000177889,brake_agonize,Stim8hr,3.7020154,0.0,none,,undetermined,False,,,,not_assessed,False
UBE2O,ENSG00000175931,brake_agonize,Stim8hr,4.7378445,0.0,none,,undetermined,False,,,,not_assessed,False
UBE2R2,ENSG00000107341,driver_antagonize,Stim48hr,3.7288353,0.0,none,,undetermined,False,,,,not_assessed,False
UBE2S,ENSG00000108106,brake_agonize,Rest,3.5952432,0.0,none,,undetermined,False,,,,not_assessed,False
UBE3C,ENSG00000009335,brake_agonize,Rest,3.146991,0.0,none,,undetermined,False,,,,not_assessed,False
UBL4A,ENSG00000102178,brake_agonize,Stim8hr,2.7460387,0.0,none,,undetermined,False,,,,not_assessed,False
UBN1,ENSG00000118900,driver_antagonize,Stim48hr,3.0163453,0.244193731157352,weak,,undetermined,False,,,,not_assessed,False
UBQLN4,ENSG00000160803,driver_antagonize,Stim48hr,4.398801,0.0,none,,undetermined,False,,,,not_assessed,False
UBR3,ENSG00000144357,brake_agonize,Rest,3.0757515,0.0,none,,undetermined,False,,,,not_assessed,False
UBR4,ENSG00000127481,driver_antagonize,Stim48hr,3.804828,0.0,none,,undetermined,False,,,,not_assessed,False
UBR7,ENSG00000012963,driver_antagonize,Stim8hr,2.721661,0.0,none,,undetermined,False,,,,not_assessed,False
UBTD1,ENSG00000165886,brake_agonize,Stim8hr,2.9596696,0.0,none,,undetermined,False,,,,not_assessed,False
UBTD2,ENSG00000168246,brake_agonize,Stim8hr,3.3417094,0.0,none,,undetermined,False,,,,not_assessed,False
UBXN7,ENSG00000163960,brake_agonize,Rest,3.4450061,0.0,none,,undetermined,False,,,,not_assessed,False
UCK2,ENSG00000143179,driver_antagonize,Stim8hr,3.4960423,0.0,none,,undetermined,False,,,,not_assessed,False
UFL1,ENSG00000014123,brake_agonize,Stim8hr,4.87583,0.4684173081119619,moderate,,undetermined,False,0.0,,,novel_undrugged,False
UFM1,ENSG00000120686,brake_agonize,Stim8hr,3.3625107,0.0,none,,undetermined,False,,,,not_assessed,False
UFSP1,ENSG00000176125,brake_agonize,Rest,3.7192447,0.0,none,,undetermined,False,,,,not_assessed,False
UFSP2,ENSG00000109775,brake_agonize,Stim8hr,3.2281032,0.0,none,,undetermined,False,,,,not_assessed,False
UGGT1,ENSG00000136731,driver_antagonize,Stim8hr,2.852326,0.0,none,,undetermined,False,,,,not_assessed,False
UNC13D,ENSG00000092929,driver_antagonize,Stim48hr,3.3566968,0.1654931916612507,weak,,undetermined,False,,,,not_assessed,False
UNC50,ENSG00000115446,driver_antagonize,Stim48hr,4.1718683,0.0,none,,undetermined,False,,,,not_assessed,False
UNC93B1,ENSG00000110057,driver_antagonize,Rest,3.5225623,0.0,none,,undetermined,False,,,,not_assessed,False
UNG,ENSG00000076248,brake_agonize,Stim48hr,3.5285263,0.0,none,,undetermined,False,,,,not_assessed,False
UPF3A,ENSG00000169062,driver_antagonize,Stim8hr,4.6902866,0.0,none,,undetermined,False,,,,not_assessed,False
UQCC5,ENSG00000168273,driver_antagonize,Stim48hr,2.940981,0.0,none,,undetermined,False,,,,not_assessed,False
UQCRQ,ENSG00000164405,brake_agonize,Stim8hr,4.931392,0.0,none,,undetermined,False,,,,not_assessed,False
USF1,ENSG00000158773,driver_antagonize,Stim8hr,3.0374856,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
USO1,ENSG00000138768,driver_antagonize,Stim8hr,2.980285,0.0,none,,undetermined,False,,,,not_assessed,False
USP1,ENSG00000162607,driver_antagonize,Stim8hr,2.9086325,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
USP10,ENSG00000103194,brake_agonize,Stim8hr,2.871245,0.0,none,,undetermined,False,,,,not_assessed,False
USP19,ENSG00000172046,driver_antagonize,Stim48hr,2.924795,0.0,none,,undetermined,False,,,,not_assessed,False
USP21,ENSG00000143258,driver_antagonize,Stim48hr,2.9226449,0.0,none,,undetermined,False,,,,not_assessed,False
USP22,ENSG00000124422,driver_antagonize,Stim48hr,3.1439393,0.0,none,,undetermined,False,,,,not_assessed,False
USP24,ENSG00000162402,driver_antagonize,Stim8hr,3.7463624,0.4246976865761765,moderate,,undetermined,False,0.0,,,novel_undrugged,False
USP28,ENSG00000048028,driver_antagonize,Stim8hr,2.8682463,0.0,none,,undetermined,False,,,,not_assessed,False
USP35,ENSG00000118369,driver_antagonize,Stim8hr,2.9027307,0.0,none,,undetermined,False,,,,not_assessed,False
USP42,ENSG00000106346,driver_antagonize,Stim48hr,2.8971586,0.6069599982951367,strong,,undetermined,False,,,,not_assessed,False
