perturbation,program_score,emp_z,emp_p,emp_fdr,direction,perturbed_gene
MTDH KD human GSE59055 sample 2954,0.6066648751306771,3.3589302406744896,0.000782448164883431,0.025386096016217982,brake_agonize,MTDH
Pebp1 KO mouse GSE31150 sample 41,-0.12619144131895155,-0.9875789471492328,0.3233589010771364,0.9998960276301339,driver_antagonize,PEBP1
TYROBP KD human GSE33503 sample 1066,0.15183204735248265,0.6243064037776085,0.532426379160316,0.9998960276301339,brake_agonize,TYROBP
PPARGC1A KD human GSE36879 sample 2870,0.10331584133250131,0.8034912722278635,0.4216908393298022,0.9998960276301339,brake_agonize,PPARGC1A
Gys1 KO mouse GSE2198 sample 2457,-0.014862491844475946,0.011232571642325493,0.9910378929680411,0.9998960276301339,driver_antagonize,GYS1
GSK3A KD human GSE35200 sample 207,-0.014862491844475946,-0.056766054885773846,0.9547315545933774,0.9998960276301339,driver_antagonize,GSK3A
Xbp1 KO mouse GSE52857 sample 2766,0.1659623418871144,1.0918459038254869,0.27490083852772373,0.9998960276301339,brake_agonize,XBP1
UBB KO mouse GSE27568 sample 523,-0.11722287244629115,-0.4600353330899786,0.6454908593009108,0.9998960276301339,driver_antagonize,UBB
Prkag3 KO mouse GSE4063 sample 3072,-0.014862491844475946,-0.21794470492732748,0.8274721947699204,0.9998960276301339,driver_antagonize,PRKAG3
Smchd1 KO mouse GSE40879 sample 1845,-0.2182555337626995,-1.2491010298419283,0.2116281240221175,0.9998960276301339,driver_antagonize,SMCHD1
TAF1 KD human GSE50588 sample 2790,-0.17471632178322496,-0.9109782439371785,0.3623068369693856,0.9998960276301339,driver_antagonize,TAF1
Pten KD mouse GSE47150 sample 954,-0.014862491844475946,0.01260350891662953,0.9899441210509605,0.9998960276301339,driver_antagonize,PTEN
Psap KO mouse GSE8307 sample 2484,-0.014862491844475946,-0.27748832666795553,0.781405168002952,0.9998960276301339,driver_antagonize,PSAP
Mef2a KD mouse GSE47150 sample 957,-0.014862491844475946,-0.0598984835427868,0.9522364876857561,0.9998960276301339,driver_antagonize,MEF2A
Ppp1r1a KO mouse GSE4040 sample 735,-0.014862491844475946,-0.10622884076274611,0.9154007887856391,0.9998960276301339,driver_antagonize,PPP1R1A
FOXA1 KD human GSE25315 sample 2164,-0.014862491844475946,-0.12884133276072507,0.8974831992641741,0.9998960276301339,driver_antagonize,FOXA1
Zmpste24 KD mouse GSE41799 sample 2919,-0.014862491844475946,-0.1669762113711261,0.8673887667037836,0.9998960276301339,driver_antagonize,ZMPSTE24
Btk KO mouse GSE2826 sample 329,-0.16845617044336078,-1.2832341347455416,0.19941006037400788,0.9998960276301339,driver_antagonize,BTK
Tcf3 KO mouse GSE19923 sample 2167,-0.16381722084373573,-1.0221136065532206,0.3067271339532578,0.9998960276301339,driver_antagonize,TCF3
Ap1b1 KO mouse GSE22020 sample 2832,-0.014862491844475946,0.16816968981145997,0.8664497853474826,0.9998960276301339,driver_antagonize,AP1B1
ERG KD human GSE14801 sample 2614,-0.008777977274307474,-0.1657944715731842,0.868318696956706,0.9998960276301339,driver_antagonize,ERG
Pink1 KO mouse GSE60413 sample 2274,0.08111571384043517,0.5478335806721598,0.5838061784166206,0.9998960276301339,brake_agonize,PINK1
Apod KO mouse GSE28643 sample 1266,0.17029422730080446,1.0576156670492767,0.2902306968988182,0.9998960276301339,brake_agonize,APOD
Npc1 KO mouse GSE39621 sample 2462,-0.17140356401531873,-1.3824571602127627,0.16683137561829087,0.9998960276301339,driver_antagonize,NPC1
CCND1 KD human GSE48989 sample 2207,-0.031108206148598005,-0.2435960989840845,0.8075436498626222,0.9998960276301339,driver_antagonize,CCND1
Des KO mouse GSE34388 sample 198,-0.014862491844475946,-0.3063315729550469,0.7593522022020783,0.9998960276301339,driver_antagonize,DES
Tet1 KD mouse GSE26900 sample 2146,-0.014862491844475946,-0.06317647769385384,0.949625975435371,0.9998960276301339,driver_antagonize,TET1
Ywhae KO mouse GSE35366 sample 1603,-0.014862491844475946,-0.1470640192774247,0.8830814894882205,0.9998960276301339,driver_antagonize,YWHAE
MIR210 KD human GSE16962 sample 2972,-0.21363313840067183,-1.2052895753707076,0.22809153255660664,0.9998960276301339,driver_antagonize,MIR210
Ppargc1a KO mouse GSE5786 sample 326,-0.014862491844475946,-0.2912952731584282,0.7708255022533484,0.9998960276301339,driver_antagonize,PPARGC1A
TARDBP KD human GSE18632 sample 24,-0.022946309520524334,-0.03886605979838764,0.9689971764697017,0.9998960276301339,driver_antagonize,TARDBP
Emd KO mouse GSE5304 sample 1202,-0.13664805763189428,-1.2864748094237044,0.19827740477062716,0.9998960276301339,driver_antagonize,EMD
Rs1 KO mouse GSE5581 sample 2461,-0.014862491844475946,-0.45894010810782,0.6462771756644118,0.9998960276301339,driver_antagonize,RS1
Txnrd1 KO mouse GSE37874 sample 2647,-0.014862491844475946,-0.1268016326706022,0.8990974034862994,0.9998960276301339,driver_antagonize,TXNRD1
Setd2 KO mouse GSE54931 sample 1475,-0.014862491844475946,-0.09669262099361726,0.9229704999663858,0.9998960276301339,driver_antagonize,SETD2
Insig1 KO mouse GSE31797 sample 1510,0.12459050619509071,1.1917634373396924,0.2333540159602162,0.9998960276301339,brake_agonize,INSIG1
RB1 KD human GSE50532 sample 620,-0.24831455665513535,-1.4999025743846506,0.13363964104470175,0.9675077052429745,driver_antagonize,RB1
FGFR3 KD human GSE41035 sample 105,0.08121063593055376,0.5199858686665502,0.6030734244579252,0.9998960276301339,brake_agonize,FGFR3
ARF1 KD human GSE49005 sample 2209,-0.07164257820907304,-0.5678741876012676,0.5701204002398071,0.9998960276301339,driver_antagonize,ARF1
NFE2L2 KD human GSE38332 sample 2212,-0.23249660022768445,-1.7144921686143655,0.08643837413249347,0.8038218231429329,driver_antagonize,NFE2L2
Nfe2l2 KO mouse GSE18344 sample 962,-0.13737937605897474,-0.9530902087417147,0.34054436662593,0.9998960276301339,driver_antagonize,NFE2L2
Il10 KO mouse GSE25846 sample 3062,0.3604785571911965,2.8503173751225037,0.004367562391942107,0.10121652527357901,brake_agonize,IL10
Slc18a3 KD mouse GSE37458 sample 388,-0.2919405085055835,-1.873044753260352,0.06106220531215118,0.6482486350392884,driver_antagonize,SLC18A3
EP300 KD human GSE50588 sample 2815,-0.05061143984891136,-0.14969026088309403,0.8810089922917341,0.9998960276301339,driver_antagonize,EP300
Ppt1 KO mouse GSE15379 sample 2780,0.26127124310005456,2.0189315076523022,0.043494338876906784,0.5466557565005656,brake_agonize,PPT1
PARK7 KD human GSE17204 sample 2445,-0.014862491844475946,-0.050204594533324966,0.9599593502649906,0.9998960276301339,driver_antagonize,PARK7
Top2b KO mouse GSE5458 sample 1684,-0.014862491844475946,-0.2890803953056735,0.7725198557108945,0.9998960276301339,driver_antagonize,TOP2B
Bcl11a KO mouse GSE28333 sample 1542,-0.0860184928169474,-0.8515145259951844,0.39448359765472096,0.9998960276301339,driver_antagonize,BCL11A
RB1 KD human GSE50532 sample 618,-0.22375430328644474,-1.338184726718583,0.18083622666017918,0.9998960276301339,driver_antagonize,RB1
Sox2 KD mouse GSE64965 sample 2616,0.11784652285066179,0.8627812939452253,0.3882577258730745,0.9998960276301339,brake_agonize,SOX2
Nlgn3 KD mouse GSE47150 sample 953,-0.014862491844475946,-0.048546169754711606,0.961280969650857,0.9998960276301339,driver_antagonize,NLGN3
AR KD human GSE22483 sample 2194,-0.014862491844475946,-0.00044535072584777984,0.9996446615434499,0.9998960276301339,driver_antagonize,AR
Dicer1 KO mouse GSE35844 sample 610,-0.014862491844475946,0.09132355529163262,0.9272355017757715,0.9998960276301339,driver_antagonize,DICER1
Suz12 KO mouse GSE31354 sample 1332,-0.014862491844475946,0.11672974722248727,0.9070742165400709,0.9998960276301339,driver_antagonize,SUZ12
Dnajc7 KO mouse GSE56557 sample 2695,-0.014862491844475946,0.009589346279442182,0.9923489259154233,0.9998960276301339,driver_antagonize,DNAJC7
Ppargc1a KO mouse GSE5042 sample 2281,-0.014862491844475946,-0.0463226706546485,0.9630530701327643,0.9998960276301339,driver_antagonize,PPARGC1A
Ahr KO mouse GSE19411 sample 1468,-0.014862491844475946,0.22302964845825624,0.8235124314759188,0.9998960276301339,driver_antagonize,AHR
IKZF3 KD human GSE50588 sample 2818,0.24604153632059356,1.5187157389017192,0.1288340632013009,0.9646037552507657,brake_agonize,IKZF3
TP53 KD human GSE1676 sample 1784,-0.12619144131895155,-1.17143656749983,0.24142334093860618,0.9998960276301339,driver_antagonize,TP53
Hey2 KO mouse GSE6526 sample 1511,-0.014862491844475946,0.12880555370080116,0.8975115109235388,0.9998960276301339,driver_antagonize,HEY2
Runx1 KO mouse GSE34292 sample 2397,-0.16381722084373573,-1.1900833859979614,0.2340136195564435,0.9998960276301339,driver_antagonize,RUNX1
Dusp5 KO mouse GSE62433 sample 2901,-0.13664805763189428,-0.8678718007927053,0.385464517856436,0.9998960276301339,driver_antagonize,DUSP5
ZNF750 KD human GSE38039 sample 204,-0.097827688801441,-0.6683508080801355,0.5039096881854253,0.9998960276301339,driver_antagonize,ZNF750
Pten KO mouse GSE47520 sample 2251,-0.014862491844475946,-0.15406416566722198,0.8775591425462069,0.9998960276301339,driver_antagonize,PTEN
CHEK1 KD human GSE54268 sample 692,-0.08092412751549008,-0.25733321891237815,0.7969215506982847,0.9998960276301339,driver_antagonize,CHEK1
Tnfaip6 KO mouse GSE17160 sample 1685,-0.29836587608918885,-1.7511789507506639,0.07991509006908128,0.7647650478707497,driver_antagonize,TNFAIP6
LAMC2 KD human GSE50767 sample 2208,-0.19910246454475616,-1.4694214720212329,0.14171850689425275,0.9906670677946248,driver_antagonize,LAMC2
TET3 DEPLETION human GSE51901 sample 2989,-0.014862491844475946,0.10513890486980809,0.9162655887435003,0.9998960276301339,driver_antagonize,TET3
UBB KO mouse GSE27568 sample 518,-0.014862491844475946,-0.17893064867480873,0.8579921569622911,0.9998960276301339,driver_antagonize,UBB
Rbm15 KO mouse GSE12628 sample 1013,-0.014862491844475946,-0.06648192540781278,0.94699414730556,0.9998960276301339,driver_antagonize,RBM15
PAX3 KD human GSE16249 sample 2757,-0.014862491844475946,-0.056803549151342815,0.9547016866913332,0.9998960276301339,driver_antagonize,PAX3
Fmr1 KO mouse GSE40630 sample 2420,-0.014862491844475946,-0.1547004415865077,0.8770574818497631,0.9998960276301339,driver_antagonize,FMR1
Grid2 KO mouse GSE55314 sample 3043,-0.14083899248560722,-0.9719609641378081,0.3310699688099943,0.9998960276301339,driver_antagonize,GRID2
ZXDC depletion (treatment with phorbol 12-myristate 13-acetate) human GSE45417 sample 3044,-0.011183956479230388,-0.07263107259357034,0.9420996996583069,0.9998960276301339,driver_antagonize,ZXDC
Mecp2 KD mouse GSE47150 sample 951,-0.014862491844475946,0.034223265411001395,0.972699114290321,0.9998960276301339,driver_antagonize,MECP2
PTEN KD human GSE7562 sample 1368,-0.08092412751549008,-0.547009927148993,0.5843719120183721,0.9998960276301339,driver_antagonize,PTEN
Hmgn1 KO mouse GSE44356 sample 432,-0.014862491844475946,-0.05815348159509537,0.9536263742834494,0.9998960276301339,driver_antagonize,HMGN1
Shank3 KD mouse GSE47150 sample 365,0.10557670071086084,0.9188804181205342,0.35815812333819974,0.9998960276301339,brake_agonize,SHANK3
Ifng KO mouse GSE22656 sample 1108,-0.08291102972262623,-0.726123593897559,0.4677630062721404,0.9998960276301339,driver_antagonize,IFNG
Rp1 KO mouse GSE128 sample 1778,0.20516644569579512,1.1074105015232496,0.26811648761505325,0.9998960276301339,brake_agonize,RP1
Rp1 KO mouse GSE128 sample 1777,-0.014862491844475946,-0.17894214140606815,0.8579831327221864,0.9998960276301339,driver_antagonize,RP1
Il10 KO mouse GSE25095 sample 1831,-0.06555805669631809,-0.2825177590023587,0.7775465312596582,0.9998960276301339,driver_antagonize,IL10
Mecp2 KD mouse GSE47150 sample 361,0.10557670071086084,0.918417671731725,0.35840024243962854,0.9998960276301339,brake_agonize,MECP2
ESR1 KD human GSE26298 sample 479,0.05728365839670666,0.2144669997343932,0.8301828986367815,0.9998960276301339,brake_agonize,ESR1
Dlx5 KO mouse GSE22381 sample 29,-0.014862491844475946,0.0036406951350307928,0.9970951519782996,0.9998960276301339,driver_antagonize,DLX5
MCAM KD human GSE11951 sample 2759,0.051199136883951724,0.3610069713684936,0.7180942356179405,0.9998960276301339,brake_agonize,MCAM
Nsun2 KO mouse GSE39480 sample 2516,-0.014862491844475946,0.012370031074013787,0.9901303948940288,0.9998960276301339,driver_antagonize,NSUN2
ZMPSTE24 KD human GSE41799 sample 3021,-0.014862491844475946,-0.2411802884231651,0.8094153875931546,0.9998960276301339,driver_antagonize,ZMPSTE24
LMO3 KD human GSE41712 sample 1783,-0.014862491844475946,0.3089221783157448,0.7573807255623589,0.9998960276301339,driver_antagonize,LMO3
Setdb1 KO mouse GSE28593 sample 2205,-0.0019491504221646624,-0.3315394682373719,0.7402370337180288,0.9998960276301339,driver_antagonize,SETDB1
MTDH KD human GSE59057 sample 2955,0.10677896790333431,0.4738724438817514,0.6355908706304942,0.9998960276301339,brake_agonize,MTDH
Ppard KO mouse GSE16048 sample 81,0.02261249588760124,0.006876356467917492,0.9945135045772019,0.9998960276301339,brake_agonize,PPARD
Pink1 KO mouse GSE60413 sample 2270,0.1282011263643984,0.8863476484353995,0.37543022032347917,0.9998960276301339,brake_agonize,PINK1
Casp1 KO mouse GSE25205 sample 2679,0.1785972380735488,1.2761842800017582,0.20189038426539352,0.9998960276301339,brake_agonize,CASP1
Yy1 KD mouse GSE31784 sample 1333,-0.014862491844475946,0.019647685889263106,0.9843244233244959,0.9998960276301339,driver_antagonize,YY1
Flnb KO mouse GSE10989 sample 2596,0.21722316067792813,1.3886979107452582,0.1649246297800514,0.9998960276301339,brake_agonize,FLNB
Des KO mouse GSE41363 sample 2387,-0.014862491844475946,-0.24475256872691664,0.8066480216720983,0.9998960276301339,driver_antagonize,DES
Grhl2 KD mouse GSE40729 sample 2534,-0.12530668614305218,-0.627943927216019,0.5300406733286089,0.9998960276301339,driver_antagonize,GRHL2
Ep400 KD mouse GSE31008 sample 1322,0.31141369860746304,1.494029420860989,0.13516792964676583,0.9675077052429745,brake_agonize,EP400
Rag1 KO mouse GSE6858 sample 1240,-0.07542535799174485,-0.4832660813315789,0.6289068203298049,0.9998960276301339,driver_antagonize,RAG1
Pkd1 KO mouse GSE24352 sample 2946,-0.014862491844475946,-0.16809475167130947,0.8665087381637995,0.9998960276301339,driver_antagonize,PKD1
MYC KD human GSE57538 sample 1753,0.16164332965854555,1.0966760782367748,0.27278301725642307,0.9998960276301339,brake_agonize,MYC
MYC KD human GSE5823 sample 2702,0.16623732912227174,0.9647315250224217,0.33467930091488984,0.9998960276301339,brake_agonize,MYC
Notch1 KO mouse GSE57655 sample 1698,-0.6133688377872617,-3.3126481414534723,0.0009241716754070855,0.02933240534987706,driver_antagonize,NOTCH1
Akt1 KO mouse GSE2746 sample 220,-0.12356248939282853,-0.9961555238153545,0.3191745855563032,0.9998960276301339,driver_antagonize,AKT1
EWSR1 KD human GSE27524 sample 494,0.051199136883951724,0.32016394698702894,0.7488440519884512,0.9998960276301339,brake_agonize,EWSR1
Rnh1 KO mouse GSE48146 sample 3103,-0.014862491844475946,0.09269152171773179,0.9261486327025718,0.9998960276301339,driver_antagonize,RNH1
Taf4b KO mouse GSE15228 sample 2699,-0.014862491844475946,0.08621287294083581,0.9312971976827062,0.9998960276301339,driver_antagonize,TAF4B
POU5F1 KD human GSE34904 sample 1350,0.08111571384043517,0.8119826970522528,0.41680156010386715,0.9998960276301339,brake_agonize,POU5F1
Psap KO mouse GSE8307 sample 2485,-0.014862491844475946,-0.24232734293932315,0.8085265284423838,0.9998960276301339,driver_antagonize,PSAP
Mef2d KD mouse GSE47150 sample 956,-0.014862491844475946,0.06113272469730059,0.9512535073404277,0.9998960276301339,driver_antagonize,MEF2D
Tlr5 KO mouse GSE5113 sample 923,-0.6328533305574886,-4.6318083452997225,3.624856334832843e-06,0.0002940161249364417,driver_antagonize,TLR5
CHRNA9 KO mouse GSE18567 sample 2363,-0.2783392491348257,-1.8327633011949624,0.06683777895184075,0.6970225519263392,driver_antagonize,CHRNA9
Ovol1 KO mouse GSE55071 sample 2560,0.20516644569579512,1.3078040241145994,0.19093978897190778,0.9998960276301339,brake_agonize,OVOL1
Hspb8 KO mouse GSE24489 sample 2996,0.05728365839670666,0.3088322521267225,0.757449133939632,0.9998960276301339,brake_agonize,HSPB8
Met KO mouse GSE55490 sample 1485,-0.051706647807308895,-0.4576855186513793,0.647178393455395,0.9998960276301339,driver_antagonize,MET
Nlgn3 KD mouse GSE47150 sample 363,0.10557670071086084,0.9052455429066746,0.3653353192770392,0.9998960276301339,brake_agonize,NLGN3
MEG3 KO mouse GSE18742 sample 3000,-0.014862491844475946,-0.39771529208613676,0.6908400638885204,0.9998960276301339,driver_antagonize,MEG3
Rps6ka3 KO mouse GSE52992 sample 2894,-0.014862491844475946,-0.17615365644704303,0.8601732281742132,0.9998960276301339,driver_antagonize,RPS6KA3
PARK7 KD human GSE17204 sample 2446,-0.12619144131895155,-0.6273500262757595,0.5304298178570228,0.9998960276301339,driver_antagonize,PARK7
Klf5 KO mouse GSE43806 sample 1427,-0.014862491844475946,-0.15112283982758645,0.8798788158357576,0.9998960276301339,driver_antagonize,KLF5
PARK2 KD human GSE50864 sample 1797,-0.2965983284150504,-1.8918833496122451,0.058506524705795496,0.6327372301515661,driver_antagonize,PARK2
Elavl1 KO mouse GSE49225 sample 2836,-0.07542535799174485,-0.4025053113133396,0.6873121802932181,0.9998960276301339,driver_antagonize,ELAVL1
NRAS DEPLETION - siRNA siMut10 human GSE12445 sample 1023,-0.08092412751549008,-0.6924733796869189,0.4886400976937719,0.9998960276301339,driver_antagonize,NRAS
Kmt2a KO mouse GSE24964 sample 3009,0.019657626017843457,0.27709363510386165,0.7817082090020187,0.9998960276301339,brake_agonize,KMT2A
Jun KO mouse GSE47898 sample 3073,0.11759484833402728,0.8265631410041728,0.4084847161325138,0.9998960276301339,brake_agonize,JUN
Acvr1 KO mouse GSE46689 sample 2520,-0.014862491844475946,-0.2389130956444196,0.8111729707222224,0.9998960276301339,driver_antagonize,ACVR1
Gnmt KO mouse GSE45701 sample 1496,-0.30868975730316545,-1.5922529222568365,0.11132788630788608,0.9029928556084094,driver_antagonize,GNMT
Tet1 KD mouse GSE26830 sample 1353,-0.11722287244629115,-0.846032454787919,0.3975346393304715,0.9998960276301339,driver_antagonize,TET1
Mtf2 KD mouse GSE16364 sample 1355,-0.014862491844475946,0.015769282212726478,0.9874184546323794,0.9998960276301339,driver_antagonize,MTF2
E2f8 KO mouse GSE52157 sample 2828,-0.4275093511149118,-2.253824508790661,0.02420721031971384,0.36097208539450687,driver_antagonize,E2F8
Rybp KO mouse GSE32287 sample 2668,-0.014862491844475946,-0.20059686961812298,0.841013806003607,0.9998960276301339,driver_antagonize,RYBP
SYNCRIP KD human GSE17385 sample 113,0.3128655363953757,2.1815945159914305,0.029139471983183188,0.4170944028965437,brake_agonize,SYNCRIP
PARK7 KD human GSE5519 sample 2379,-0.08092412751549008,-0.6168393740635645,0.537340678338404,0.9998960276301339,driver_antagonize,PARK7
TRPM2-AS KO human GSE40687 sample 820,0.1868318546118892,1.3004203600253237,0.19345693552255405,0.9998960276301339,brake_agonize,TRPM2-AS
Tlr5 KO mouse GSE5113 sample 917,-0.15858981703323397,-0.7912420482919218,0.42880275867701567,0.9998960276301339,driver_antagonize,TLR5
SP1 KD human GSE37935 sample 2219,-0.014862491844475946,-0.11540220681947846,0.9081263298614793,0.9998960276301339,driver_antagonize,SP1
Mecp2 KO mouse GSE8720 sample 2414,-0.014862491844475946,-0.11607724700157938,0.9075913211635533,0.9998960276301339,driver_antagonize,MECP2
Rnf2 KD mouse GSE33659 sample 2201,0.07004862377123738,0.5929602344339981,0.5532077651882561,0.9998960276301339,brake_agonize,RNF2
Setdb1 KO mouse GSE40296 sample 31,-0.014862491844475946,-0.06511596065732302,0.9480816726352722,0.9998960276301339,driver_antagonize,SETDB1
Ahr KO mouse GSE44715 sample 1466,0.08184160026509991,0.43193587711933157,0.6657880183494236,0.9998960276301339,brake_agonize,AHR
Xrcc5 KO mouse GSE2498 sample 995,-0.014862491844475946,-0.07068007272611534,0.9436523808268438,0.9998960276301339,driver_antagonize,XRCC5
POU2F1 KD human GSE50588 sample 2799,-0.11844199056610126,-0.7588055943947112,0.44796885860017455,0.9998960276301339,driver_antagonize,POU2F1
Tfap2c KD mouse GSE10175 sample 1498,-0.014862491844475946,0.02311617232018456,0.9815576054872254,0.9998960276301339,driver_antagonize,TFAP2C
Rpe65 KD mouse GSE3249 sample 1145,-0.014862491844475946,-0.02686210933845011,0.9785697149714583,0.9998960276301339,driver_antagonize,RPE65
Alk KD mouse GSE53388 sample 2620,0.017902643239887602,-0.1092693647268304,0.9129888444771956,0.9998960276301339,brake_agonize,ALK
Eif2ak3 KO mouse GSE4422 sample 983,0.09646645593668589,0.6553740172610596,0.5122269760019985,0.9998960276301339,brake_agonize,EIF2AK3
RNF40 KD human GSE38173 sample 1381,0.48827715490055695,3.5619114796196714,0.0003681645269174973,0.012816904792731985,brake_agonize,RNF40
MYB KD human GSE49286 sample 1839,-0.08092412751549008,-0.4732422662938816,0.6360403464307397,0.9998960276301339,driver_antagonize,MYB
Cnr1 KO mouse GSE7694 sample 663,-0.014862491844475946,-0.35755636429425414,0.7206753383831155,0.9998960276301339,driver_antagonize,CNR1
PTEN KD human GSE7562 sample 1366,-0.08092412751549008,-0.5264416551430241,0.5985813800508881,0.9998960276301339,driver_antagonize,PTEN
Cbfb KD mouse GSE18148 sample 1225,-0.2306725348621099,-1.6746091214021572,0.09401094844624838,0.8369267361678209,driver_antagonize,CBFB
TYROBP KD human GSE3624 sample 2470,-0.01995686408851973,-0.011435662720978361,0.9908758601401076,0.9998960276301339,driver_antagonize,TYROBP
Prkaca KO mouse GSE2413 sample 940,-0.04703040038955144,-0.11753677903921902,0.9064347005572725,0.9998960276301339,driver_antagonize,PRKACA
Nr0b2 KO mouse GSE40775 sample 2398,0.05728365839670666,0.1518770793583841,0.8792838865785788,0.9998960276301339,brake_agonize,NR0B2
Abcb4 KO mouse GSE4612 sample 974,-0.014862491844475946,-0.26530254943052933,0.7907764006998714,0.9998960276301339,driver_antagonize,ABCB4
Pink1 KO mouse GSE60413 sample 2265,-0.014862491844475946,0.004516485948315073,0.9963963778442622,0.9998960276301339,driver_antagonize,PINK1
PSIP1 KD human GSE3485 sample 276,-0.014862491844475946,-0.46723992621991417,0.6403282311519061,0.9998960276301339,driver_antagonize,PSIP1
HIF1A KD human GSE44943 sample 2235,-0.014862491844475946,-0.03310927464269401,0.9735874467107871,0.9998960276301339,driver_antagonize,HIF1A
Dot1l DELETION mouse GSE25911 sample 454,0.1301427710356868,0.8961714457980429,0.37016120355004356,0.9998960276301339,brake_agonize,DOT1L
Dnajc7 KO mouse GSE56557 sample 2694,-0.014862491844475946,0.1499150978627474,0.8808315999625616,0.9998960276301339,driver_antagonize,DNAJC7
Dusp1 KO mouse GSE3565 sample 799,0.1285622322148728,1.1207869922649025,0.2623785423375673,0.9998960276301339,brake_agonize,DUSP1
Nr2c2 KO mouse GSE3065 sample 2722,0.1645864277167923,1.1321495211028911,0.257571578217085,0.9998960276301339,brake_agonize,NR2C2
SPDEF KD human GSE48928 sample 2897,-0.014862491844475946,-0.08171298025009352,0.9348749561328391,0.9998960276301339,driver_antagonize,SPDEF
MIR122 KO mouse GSE27713 sample 2407,0.10677896790333431,0.4595999194762474,0.6458034169508288,0.9998960276301339,brake_agonize,MIR122
ATM KD human GSE1676 sample 1781,-0.12619144131895155,-1.1626372704126056,0.24497670249191394,0.9998960276301339,driver_antagonize,ATM
HNF4A DEPLETION human GSE29084 sample 118,-0.16604573246811263,-1.1916903891586248,0.23338266790631834,0.9998960276301339,driver_antagonize,HNF4A
Rp1 KO mouse GSE128 sample 1776,-0.014862491844475946,-0.06468385754186684,0.948425715719182,0.9998960276301339,driver_antagonize,RP1
ATM KD human GSE54268 sample 689,-0.014862491844475946,0.04722228555881801,0.9623360660255945,0.9998960276301339,driver_antagonize,ATM
Mgea5 KO mouse GSE52721 sample 2324,-0.25181342772504484,-1.525932388414543,0.12702670356158205,0.9559741608242772,driver_antagonize,MGEA5
ARNTL2 KD human GSE50588 sample 2785,0.3224587922555987,1.86587413621865,0.0620589769289604,0.6518424914840446,brake_agonize,ARNTL2
Snca KO mouse GSE19534 sample 555,-0.014862491844475946,-0.13389423042523496,0.893486212658804,0.9998960276301339,driver_antagonize,SNCA
STAT3 KD human GSE47763 sample 1790,-0.11084069786804983,-0.7102182306077452,0.4775688173759248,0.9998960276301339,driver_antagonize,STAT3
Gata6 KO mouse GSE11165 sample 1165,0.09558170093011788,0.9057532846914035,0.36506645221297973,0.9998960276301339,brake_agonize,GATA6
IRF5 KD human GSE50588 sample 2801,0.5373240020020272,3.3754191209181386,0.0007370335213573541,0.024456112299584932,brake_agonize,IRF5
Irs2 KO mouse GSE2556 sample 331,-0.014862491844475946,-0.27731013217005723,0.781541980194191,0.9998960276301339,driver_antagonize,IRS2
CIITA KD human GSE25987 sample 811,0.04333925910759717,0.27945133922343335,0.7798984766546527,0.9998960276301339,brake_agonize,CIITA
IRF7 KD human GSE50588 sample 2786,0.20521648324475708,1.1961223683514375,0.23164880982628766,0.9998960276301339,brake_agonize,IRF7
STAT3 KD human GSE42979 sample 2148,-0.21547893308822744,-1.3680639718098324,0.17129205283139604,0.9998960276301339,driver_antagonize,STAT3
Aire KO mouse GSE2585 sample 273,0.42059590613511816,2.9674001853015084,0.003003297788602408,0.0743188944298223,brake_agonize,AIRE
FMR1 KO human GSE7329 sample 2469,0.33716328942682594,2.121524217398356,0.03387771217299192,0.4716790955296153,brake_agonize,FMR1
Vdr KO mouse GSE2421 sample 1151,-0.003939042936756529,0.15662688990684442,0.875538909018331,0.9998960276301339,driver_antagonize,VDR
MECOM KD human GSE16238 sample 2342,0.16263009651183066,1.2631932025813974,0.2065197551059449,0.9998960276301339,brake_agonize,MECOM
NPTX1 KD human GSE34551 sample 1672,-0.16388931752986868,-0.9904874407651942,0.32193592486865574,0.9998960276301339,driver_antagonize,NPTX1
Pink1 KO mouse GSE60413 sample 2266,-0.014862491844475946,-0.13281694161811042,0.8943381555911706,0.9998960276301339,driver_antagonize,PINK1
Acadm KO mouse GSE37546 sample 450,0.09646645593668589,0.7209297711950546,0.47095272474277894,0.9998960276301339,brake_agonize,ACADM
Trp53inp2 KO mouse GSE54917 sample 304,0.11464040881996466,0.6952004912453925,0.4869296645275146,0.9998960276301339,brake_agonize,TRP53INP2
Dicer1 KO mouse GSE44162 sample 1501,-0.014862491844475946,0.1505011034515299,0.8803692802254774,0.9998960276301339,driver_antagonize,DICER1
Mef2a KD mouse GSE47150 sample 367,0.10557670071086084,0.9238032583196701,0.35558875844907134,0.9998960276301339,brake_agonize,MEF2A
ELK1 KD human GSE34589 sample 2863,-0.014862491844475946,-0.034711059234268295,0.9723101422488984,0.9998960276301339,driver_antagonize,ELK1
Apc KD mouse GSE422 sample 1531,-0.014862491844475946,-0.3951577535884409,0.6927264685670225,0.9998960276301339,driver_antagonize,APC
CCAR2 KD human GSE54707 sample 1072,-0.08092412751549008,-0.18773323563433705,0.851085775196412,0.9998960276301339,driver_antagonize,CCAR2
CDC73 KD human GSE61601 sample 2953,-0.014862491844475946,-0.03912730253462387,0.9687888933570042,0.9998960276301339,driver_antagonize,CDC73
YAP1 KD human GSE35004 sample 2337,0.10041123017965053,0.7635284102380289,0.4451483256615574,0.9998960276301339,brake_agonize,YAP1
