target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,protein_classes,tractability_tier,suggested_modality,is_druggable,sm_clinical,sm_ligand,sm_pocket,sm_druggable_family,ab_clinical,ab_surface,n_drugs,drug_stages
STIM2,ENSG00000109689,driver_antagonize,Stim8hr,3.996533,0.268,moderate,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
STING1,ENSG00000184584,driver_antagonize,Stim48hr,3.9817655,0.607930797611621,strong,,,clinical_precedent,small molecule,True,False,True,False,False,False,True,1.0,PHASE_2
STIP1,ENSG00000168439,driver_antagonize,Stim48hr,3.2948809,0.408152847575439,moderate,,,unknown,undetermined,False,,,,,,,,
STK11,ENSG00000118046,brake_agonize,Stim8hr,4.2584662,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
STK36,ENSG00000163482,driver_antagonize,Stim48hr,3.896915,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
STN1,ENSG00000107960,driver_antagonize,Stim8hr,3.4424467,0.1031397710943275,weak,,,unknown,undetermined,False,,,,,,,,
STOML1,ENSG00000067221,brake_agonize,Rest,3.806204,0.0,none,,,unknown,undetermined,False,,,,,,,,
STRADA,ENSG00000266173,driver_antagonize,Stim48hr,5.3707185,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
STRIP1,ENSG00000143093,driver_antagonize,Stim8hr,3.1499586,0.0,none,,,unknown,undetermined,False,,,,,,,,
STX8,ENSG00000170310,brake_agonize,Rest,3.7175236,0.0,none,,,unknown,undetermined,False,,,,,,,,
STXBP1,ENSG00000136854,driver_antagonize,Stim8hr,3.541206,0.0,none,,,unknown,undetermined,False,,,,,,,,
SUCLG1,ENSG00000163541,brake_agonize,Stim48hr,2.9745018,0.0,none,,,unknown,undetermined,False,,,,,,,,
SUCO,ENSG00000094975,driver_antagonize,Stim8hr,3.2128055,0.0,none,,,unknown,undetermined,False,,,,,,,,
SUGP1,ENSG00000105705,driver_antagonize,Stim48hr,3.2017775,0.3232331452262536,moderate,,,unknown,undetermined,False,,,,,,,,
SULF2,ENSG00000196562,brake_agonize,Stim48hr,3.97456,0.6383566083228334,strong,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
SUOX,ENSG00000139531,driver_antagonize,Stim8hr,4.1588707,0.9019085679890242,strong,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
SV2A,ENSG00000159164,brake_agonize,Stim48hr,3.124419,0.0,none,transporter,transporter,class_tractable_sm,small molecule,True,,,,,,,,
SVBP,ENSG00000177868,driver_antagonize,Stim48hr,4.105567,0.0,none,,,unknown,undetermined,False,,,,,,,,
SYNE2,ENSG00000054654,driver_antagonize,Stim48hr,3.7384446,0.587197905401043,strong,,,sm_tractable,small molecule,True,False,True,False,False,False,True,0.0,
SYNE3,ENSG00000176438,driver_antagonize,Stim8hr,5.351469,0.0,none,,,unknown,undetermined,False,,,,,,,,
SYNGR2,ENSG00000108639,driver_antagonize,Stim8hr,2.7227054,0.0,none,,,unknown,undetermined,False,,,,,,,,
SYNM,ENSG00000182253,driver_antagonize,Rest,3.8863583,0.0,none,,,unknown,undetermined,False,,,,,,,,
SYPL1,ENSG00000008282,brake_agonize,Stim8hr,3.2727892,0.5173070108445803,strong,,,unknown,undetermined,False,,,,,,,,
SYTL3,ENSG00000164674,brake_agonize,Rest,4.4943633,0.0,none,,,unknown,undetermined,False,,,,,,,,
SYVN1,ENSG00000162298,driver_antagonize,Stim8hr,2.7327425,0.0,none,,,unknown,undetermined,False,,,,,,,,
TAB1,ENSG00000100324,driver_antagonize,Stim48hr,2.896302,0.0,none,,,unknown,undetermined,False,,,,,,,,
TAF11,ENSG00000064995,brake_agonize,Stim8hr,3.3819907,0.4994379998211943,moderate,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
TAF13,ENSG00000197780,brake_agonize,Stim8hr,3.012843,0.0,none,,,unknown,undetermined,False,,,,,,,,
TAFAZZIN,ENSG00000102125,driver_antagonize,Rest,3.1687136,0.0,none,,,unknown,undetermined,False,,,,,,,,
TANGO2,ENSG00000183597,driver_antagonize,Stim8hr,3.5711827,0.0,none,,,unknown,undetermined,False,,,,,,,,
TARBP1,ENSG00000059588,driver_antagonize,Stim48hr,2.9994102,0.0,none,,,unknown,undetermined,False,,,,,,,,
TATDN1,ENSG00000147687,driver_antagonize,Stim8hr,3.0578547,0.0,none,,,unknown,undetermined,False,,,,,,,,
TBC1D10A,ENSG00000099992,brake_agonize,Rest,4.529819,0.0,none,,,unknown,undetermined,False,,,,,,,,
TBC1D13,ENSG00000107021,driver_antagonize,Stim48hr,4.104522,0.0,none,,,unknown,undetermined,False,,,,,,,,
TBC1D14,ENSG00000132405,driver_antagonize,Stim8hr,2.8712957,0.0,none,,,unknown,undetermined,False,,,,,,,,
TBC1D15,ENSG00000121749,brake_agonize,Stim48hr,3.0096517,0.0,none,,,unknown,undetermined,False,,,,,,,,
TBC1D9B,ENSG00000197226,brake_agonize,Stim8hr,3.177435,0.0,none,,,unknown,undetermined,False,,,,,,,,
TBL1X,ENSG00000101849,brake_agonize,Stim8hr,3.765844,0.0,none,,,unknown,undetermined,False,,,,,,,,
TBX21,ENSG00000073861,driver_antagonize,Stim8hr,7.4424825,0.6494782739712848,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
TC2N,ENSG00000165929,brake_agonize,Stim48hr,3.1150136,0.0,none,,,unknown,undetermined,False,,,,,,,,
TCEAL8,ENSG00000180964,driver_antagonize,Stim8hr,2.770424,0.0,none,,,unknown,undetermined,False,,,,,,,,
TCEANC,ENSG00000176896,brake_agonize,Stim8hr,4.76732,0.0,none,,,unknown,undetermined,False,,,,,,,,
TCEANC2,ENSG00000116205,driver_antagonize,Stim8hr,4.5082936,0.0,none,,,unknown,undetermined,False,,,,,,,,
TCF20,ENSG00000100207,brake_agonize,Stim8hr,2.9659297,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TCF25,ENSG00000141002,driver_antagonize,Stim48hr,3.0241792,0.0,none,,,unknown,undetermined,False,,,,,,,,
TCF3,ENSG00000071564,brake_agonize,Stim48hr,3.190288,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TCF4,ENSG00000196628,driver_antagonize,Stim48hr,3.7939644,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TDRKH,ENSG00000182134,driver_antagonize,Stim48hr,5.2679315,0.6727070002291871,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
TECPR1,ENSG00000205356,driver_antagonize,Stim8hr,2.8536077,0.0,none,,,unknown,undetermined,False,,,,,,,,
TERF2IP,ENSG00000166848,brake_agonize,Stim8hr,2.832733,0.0,none,,,unknown,undetermined,False,,,,,,,,
TES,ENSG00000135269,driver_antagonize,Stim48hr,4.5486255,0.0,none,,,unknown,undetermined,False,,,,,,,,
TESK2,ENSG00000070759,driver_antagonize,Stim48hr,3.2160275,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
TFB1M,ENSG00000029639,driver_antagonize,Stim8hr,2.995201,0.0,none,,,unknown,undetermined,False,,,,,,,,
TGFBR2,ENSG00000163513,brake_agonize,Rest,3.121459,0.0,none,catalytic_receptor,catalytic_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
TGFBRAP1,ENSG00000135966,brake_agonize,Stim48hr,3.2567792,0.0,none,,,unknown,undetermined,False,,,,,,,,
THAP8,ENSG00000161277,driver_antagonize,Rest,3.2958374,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
THBS3,ENSG00000169231,driver_antagonize,Rest,3.1473107,0.4468241852299279,moderate,,,unknown,undetermined,False,,,,,,,,
THEMIS2,ENSG00000130775,driver_antagonize,Stim8hr,4.754267,0.0,none,,,unknown,undetermined,False,,,,,,,,
THOP1,ENSG00000172009,driver_antagonize,Stim48hr,3.014133,0.1821948003422464,weak,,,unknown,undetermined,False,,,,,,,,
TIA1,ENSG00000116001,driver_antagonize,Stim8hr,3.7353227,0.0,none,,,unknown,undetermined,False,,,,,,,,
TIAL1,ENSG00000151923,driver_antagonize,Stim8hr,2.949618,0.0,none,,,unknown,undetermined,False,,,,,,,,
TIGAR,ENSG00000078237,driver_antagonize,Stim8hr,4.676092,0.0,none,,,unknown,undetermined,False,,,,,,,,
TIGD5,ENSG00000179886,brake_agonize,Stim8hr,3.2665215,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TIGD6,ENSG00000164296,driver_antagonize,Stim48hr,3.5144956,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TIMM10,ENSG00000134809,brake_agonize,Rest,4.751952,0.0,none,,,unknown,undetermined,False,,,,,,,,
TIMM21,ENSG00000075336,brake_agonize,Stim8hr,3.1169336,0.0,none,,,unknown,undetermined,False,,,,,,,,
TIMM8A,ENSG00000126953,brake_agonize,Rest,6.154007,0.0,none,,,unknown,undetermined,False,,,,,,,,
TIMP1,ENSG00000102265,driver_antagonize,Stim8hr,4.9029703,0.0,none,,,unknown,undetermined,False,,,,,,,,
TIPARP,ENSG00000163659,driver_antagonize,Stim48hr,5.1219,0.0,none,,,unknown,undetermined,False,,,,,,,,
TLCD3A,ENSG00000167695,driver_antagonize,Stim8hr,2.9205065,0.0,none,,,unknown,undetermined,False,,,,,,,,
TLE4,ENSG00000106829,driver_antagonize,Rest,3.3855224,0.3694423191496652,moderate,,,unknown,undetermined,False,,,,,,,,
TLX2,ENSG00000115297,driver_antagonize,Stim8hr,4.335097,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TM2D3,ENSG00000184277,driver_antagonize,Stim8hr,3.377288,0.0,none,,,unknown,undetermined,False,,,,,,,,
TM6SF1,ENSG00000136404,brake_agonize,Stim48hr,3.2416787,0.0,none,,,unknown,undetermined,False,,,,,,,,
TM7SF3,ENSG00000064115,brake_agonize,Rest,4.675468,0.0,none,,,unknown,undetermined,False,,,,,,,,
TM9SF2,ENSG00000125304,brake_agonize,Stim48hr,3.1100626,0.4533140008972858,moderate,,,unknown,undetermined,False,,,,,,,,
TM9SF3,ENSG00000077147,driver_antagonize,Stim8hr,5.621813,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMBIM6,ENSG00000139644,driver_antagonize,Stim48hr,2.9170861,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMCO6,ENSG00000113119,brake_agonize,Rest,4.17599,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMED1,ENSG00000099203,driver_antagonize,Stim8hr,3.8567622,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMED10,ENSG00000170348,driver_antagonize,Stim8hr,3.1094408,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM101,ENSG00000091947,driver_antagonize,Stim8hr,3.803687,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM106A,ENSG00000184988,driver_antagonize,Rest,3.3921554,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM106B,ENSG00000106460,driver_antagonize,Rest,3.6922667,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM106C,ENSG00000134291,brake_agonize,Stim8hr,3.2352202,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM115,ENSG00000126062,brake_agonize,Rest,5.8569236,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM120B,ENSG00000188735,driver_antagonize,Stim8hr,4.7279897,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM126B,ENSG00000171204,driver_antagonize,Stim48hr,3.07207,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM127,ENSG00000135956,driver_antagonize,Stim8hr,2.7636223,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM128,ENSG00000132406,brake_agonize,Stim8hr,3.2273571,0.5221315465642752,strong,,,unknown,undetermined,False,,,,,,,,
TMEM131,ENSG00000075568,brake_agonize,Stim8hr,3.3218033,0.2904624047260886,moderate,,,unknown,undetermined,False,,,,,,,,
TMEM138,ENSG00000149483,driver_antagonize,Stim8hr,2.8384893,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM14A,ENSG00000096092,brake_agonize,Stim48hr,3.8177924,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM150A,ENSG00000168890,driver_antagonize,Stim8hr,3.4942923,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM154,ENSG00000170006,driver_antagonize,Stim8hr,3.1997757,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM179B,ENSG00000185475,brake_agonize,Stim8hr,3.0168693,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM204,ENSG00000131634,driver_antagonize,Rest,3.066392,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM205,ENSG00000105518,brake_agonize,Rest,4.3890657,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM208,ENSG00000168701,driver_antagonize,Stim48hr,3.1769407,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM217,ENSG00000172738,brake_agonize,Stim48hr,2.9236155,0.1619931462263524,weak,,,unknown,undetermined,False,,,,,,,,
TMEM219,ENSG00000149932,driver_antagonize,Stim8hr,2.8255713,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM220,ENSG00000187824,brake_agonize,Stim48hr,3.7440724,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM222,ENSG00000186501,driver_antagonize,Stim8hr,3.83293,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM234,ENSG00000160055,brake_agonize,Stim8hr,5.5883646,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM267,ENSG00000151881,brake_agonize,Rest,3.0931344,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM30B,ENSG00000182107,brake_agonize,Rest,3.2603385,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM33,ENSG00000109133,brake_agonize,Stim8hr,3.6156194,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM35B,ENSG00000243749,driver_antagonize,Rest,3.2142034,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM50A,ENSG00000183726,brake_agonize,Stim48hr,3.0120435,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM60,ENSG00000135211,brake_agonize,Rest,4.0023804,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM62,ENSG00000137842,driver_antagonize,Rest,4.9536753,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM63B,ENSG00000137216,driver_antagonize,Stim48hr,3.7076657,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM68,ENSG00000167904,brake_agonize,Rest,3.578051,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM87A,ENSG00000103978,driver_antagonize,Stim8hr,3.6057553,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM8B,ENSG00000137103,driver_antagonize,Stim8hr,3.6588469,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMEM9B,ENSG00000175348,driver_antagonize,Stim48hr,3.4790242,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMPO,ENSG00000120802,driver_antagonize,Stim8hr,2.888419,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMPPE,ENSG00000188167,driver_antagonize,Rest,3.0685956,0.7377029305859487,strong,,,unknown,undetermined,False,,,,,,,,
TMX1,ENSG00000139921,driver_antagonize,Stim8hr,4.8597593,0.0,none,,,unknown,undetermined,False,,,,,,,,
TMX2,ENSG00000213593,brake_agonize,Stim8hr,3.0244257,0.0,none,,,unknown,undetermined,False,,,,,,,,
TNFAIP3,ENSG00000118503,brake_agonize,Rest,3.3030226,0.9284922873109042,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
TNFAIP8,ENSG00000145779,driver_antagonize,Rest,3.1421363,0.8756491494071583,strong,,,unknown,undetermined,False,,,,,,,,
TNFRSF10D,ENSG00000173530,driver_antagonize,Stim8hr,4.4508014,0.0,none,catalytic_receptor,catalytic_receptor;cytokine_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
TNFRSF1B,ENSG00000028137,brake_agonize,Stim8hr,4.4444833,0.5684701868598605,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
TNFSF9,ENSG00000125657,driver_antagonize,Stim48hr,3.1738408,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
TNIP2,ENSG00000168884,brake_agonize,Stim8hr,4.1830544,0.6318877121595461,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
TNKS2,ENSG00000107854,driver_antagonize,Stim8hr,3.0368025,0.0,none,,,unknown,undetermined,False,,,,,,,,
TNPO1,ENSG00000083312,brake_agonize,Stim8hr,3.1115227,0.4050037079942046,moderate,,,unknown,undetermined,False,,,,,,,,
TOMM5,ENSG00000175768,brake_agonize,Stim8hr,3.6444638,0.0,none,,,unknown,undetermined,False,,,,,,,,
TOPBP1,ENSG00000163781,driver_antagonize,Stim8hr,2.9787674,0.0,none,,,unknown,undetermined,False,,,,,,,,
TP53I13,ENSG00000167543,driver_antagonize,Stim48hr,4.2805,0.0,none,,,unknown,undetermined,False,,,,,,,,
TPP2,ENSG00000134900,driver_antagonize,Stim8hr,2.7271552,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
TPST1,ENSG00000169902,brake_agonize,Stim8hr,4.396168,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRA2A,ENSG00000164548,driver_antagonize,Stim8hr,3.5902278,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRAF3IP2,ENSG00000056972,driver_antagonize,Rest,3.222671,0.8612719603865221,strong,,,unknown,undetermined,False,,,,,,,,
TRAF3IP3,ENSG00000009790,brake_agonize,Stim8hr,3.7272415,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRAF6,ENSG00000175104,driver_antagonize,Stim8hr,2.807724,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRAM2,ENSG00000065308,driver_antagonize,Stim48hr,3.3794162,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRAPPC3,ENSG00000054116,driver_antagonize,Stim8hr,3.2394063,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRAPPC9,ENSG00000167632,driver_antagonize,Stim8hr,3.2069492,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRIM38,ENSG00000112343,brake_agonize,Stim8hr,4.1713476,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
TRIM5,ENSG00000132256,driver_antagonize,Stim8hr,2.7294242,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRIM52,ENSG00000183718,driver_antagonize,Stim48hr,3.5407317,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRIM69,ENSG00000185880,driver_antagonize,Stim48hr,3.1826804,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRIP6,ENSG00000087077,driver_antagonize,Stim8hr,2.936696,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRMT2A,ENSG00000099899,driver_antagonize,Stim8hr,2.960863,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRMU,ENSG00000100416,driver_antagonize,Stim8hr,3.1097383,0.6446323240504049,strong,,,unknown,undetermined,False,,,,,,,,
TRPT1,ENSG00000149743,driver_antagonize,Stim8hr,3.2291245,0.0,none,,,unknown,undetermined,False,,,,,,,,
TRRAP,ENSG00000196367,brake_agonize,Stim48hr,3.6830866,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
TSC22D3,ENSG00000157514,driver_antagonize,Rest,3.0845594,0.0,none,,,unknown,undetermined,False,,,,,,,,
TSEN15,ENSG00000198860,driver_antagonize,Rest,3.1770778,0.0,none,,,unknown,undetermined,False,,,,,,,,
TSHZ1,ENSG00000179981,driver_antagonize,Rest,3.0668824,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TSHZ3,ENSG00000121297,driver_antagonize,Stim8hr,3.79358,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
TSPYL4,ENSG00000187189,brake_agonize,Rest,3.73535,0.0,none,,,unknown,undetermined,False,,,,,,,,
TSTD2,ENSG00000136925,brake_agonize,Stim8hr,2.944499,0.0,none,,,unknown,undetermined,False,,,,,,,,
TTC12,ENSG00000149292,driver_antagonize,Stim8hr,3.3615594,0.0,none,,,unknown,undetermined,False,,,,,,,,
TTC17,ENSG00000052841,driver_antagonize,Rest,3.9748647,0.0,none,,,unknown,undetermined,False,,,,,,,,
TTC19,ENSG00000011295,driver_antagonize,Stim8hr,3.5476644,0.43723093035117,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
TTPAL,ENSG00000124120,brake_agonize,Stim48hr,4.8575025,0.0,none,,,unknown,undetermined,False,,,,,,,,
TTYH2,ENSG00000141540,brake_agonize,Rest,3.2266827,0.0,none,,,unknown,undetermined,False,,,,,,,,
TUBA1C,ENSG00000167553,driver_antagonize,Rest,3.1126282,0.0,none,,,unknown,undetermined,False,,,,,,,,
TUBB2A,ENSG00000137267,brake_agonize,Stim8hr,3.297685,0.0,none,,,unknown,undetermined,False,,,,,,,,
TUBD1,ENSG00000108423,driver_antagonize,Stim48hr,2.95167,0.7993034513049948,strong,,,unknown,undetermined,False,,,,,,,,
TUFM,ENSG00000178952,brake_agonize,Stim8hr,4.5489635,0.5940206319011968,strong,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
TUFT1,ENSG00000143367,driver_antagonize,Stim8hr,3.0981379,0.0,none,,,unknown,undetermined,False,,,,,,,,
TUT7,ENSG00000083223,brake_agonize,Stim8hr,2.9080942,0.0,none,,,unknown,undetermined,False,,,,,,,,
TWSG1,ENSG00000128791,driver_antagonize,Stim8hr,3.4181592,0.0,none,,,unknown,undetermined,False,,,,,,,,
TXK,ENSG00000074966,driver_antagonize,Stim8hr,3.475004,0.557,strong,kinase,kinase,clinical_precedent,small molecule,True,True,True,False,True,False,True,2.0,APPROVAL
TXLNG,ENSG00000086712,brake_agonize,Rest,3.6114686,0.0,none,,,unknown,undetermined,False,,,,,,,,
TXNDC15,ENSG00000113621,brake_agonize,Stim48hr,2.9772947,0.0,none,,,unknown,undetermined,False,,,,,,,,
TXNDC17,ENSG00000129235,driver_antagonize,Stim8hr,2.9543798,0.0,none,,,unknown,undetermined,False,,,,,,,,
TXNIP,ENSG00000265972,driver_antagonize,Stim48hr,3.1945963,0.0,none,,,unknown,undetermined,False,,,,,,,,
TYW5,ENSG00000162971,driver_antagonize,Rest,3.651154,0.3014268009933334,moderate,,,sm_tractable,small molecule,True,False,True,True,False,False,False,0.0,
U2AF1L4,ENSG00000161265,driver_antagonize,Stim8hr,4.1897254,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBA5,ENSG00000081307,brake_agonize,Stim8hr,3.372316,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBE2E2,ENSG00000182247,driver_antagonize,Stim8hr,2.942876,0.3630399810519125,moderate,,,unknown,undetermined,False,,,,,,,,
UBE2L6,ENSG00000156587,driver_antagonize,Stim8hr,4.017349,0.4171278779210625,moderate,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
UBE2N,ENSG00000177889,brake_agonize,Stim8hr,3.7020154,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBE2O,ENSG00000175931,brake_agonize,Stim8hr,4.7378445,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBE2R2,ENSG00000107341,driver_antagonize,Stim48hr,3.7288353,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBE2S,ENSG00000108106,brake_agonize,Rest,3.5952432,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBE3C,ENSG00000009335,brake_agonize,Rest,3.146991,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBL4A,ENSG00000102178,brake_agonize,Stim8hr,2.7460387,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBN1,ENSG00000118900,driver_antagonize,Stim48hr,3.0163453,0.244193731157352,weak,,,unknown,undetermined,False,,,,,,,,
UBQLN4,ENSG00000160803,driver_antagonize,Stim48hr,4.398801,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBR3,ENSG00000144357,brake_agonize,Rest,3.0757515,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBR4,ENSG00000127481,driver_antagonize,Stim48hr,3.804828,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBR7,ENSG00000012963,driver_antagonize,Stim8hr,2.721661,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBTD1,ENSG00000165886,brake_agonize,Stim8hr,2.9596696,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBTD2,ENSG00000168246,brake_agonize,Stim8hr,3.3417094,0.0,none,,,unknown,undetermined,False,,,,,,,,
UBXN7,ENSG00000163960,brake_agonize,Rest,3.4450061,0.0,none,,,unknown,undetermined,False,,,,,,,,
UCK2,ENSG00000143179,driver_antagonize,Stim8hr,3.4960423,0.0,none,,,unknown,undetermined,False,,,,,,,,
UFL1,ENSG00000014123,brake_agonize,Stim8hr,4.87583,0.4684173081119619,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
UFM1,ENSG00000120686,brake_agonize,Stim8hr,3.3625107,0.0,none,,,unknown,undetermined,False,,,,,,,,
UFSP1,ENSG00000176125,brake_agonize,Rest,3.7192447,0.0,none,,,unknown,undetermined,False,,,,,,,,
UFSP2,ENSG00000109775,brake_agonize,Stim8hr,3.2281032,0.0,none,,,unknown,undetermined,False,,,,,,,,
UGGT1,ENSG00000136731,driver_antagonize,Stim8hr,2.852326,0.0,none,,,unknown,undetermined,False,,,,,,,,
UNC13D,ENSG00000092929,driver_antagonize,Stim48hr,3.3566968,0.1654931916612507,weak,,,unknown,undetermined,False,,,,,,,,
UNC50,ENSG00000115446,driver_antagonize,Stim48hr,4.1718683,0.0,none,,,unknown,undetermined,False,,,,,,,,
UNC93B1,ENSG00000110057,driver_antagonize,Rest,3.5225623,0.0,none,,,unknown,undetermined,False,,,,,,,,
UNG,ENSG00000076248,brake_agonize,Stim48hr,3.5285263,0.0,none,,,unknown,undetermined,False,,,,,,,,
UPF3A,ENSG00000169062,driver_antagonize,Stim8hr,4.6902866,0.0,none,,,unknown,undetermined,False,,,,,,,,
UQCC5,ENSG00000168273,driver_antagonize,Stim48hr,2.940981,0.0,none,,,unknown,undetermined,False,,,,,,,,
UQCRQ,ENSG00000164405,brake_agonize,Stim8hr,4.931392,0.0,none,,,unknown,undetermined,False,,,,,,,,
USF1,ENSG00000158773,driver_antagonize,Stim8hr,3.0374856,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
USO1,ENSG00000138768,driver_antagonize,Stim8hr,2.980285,0.0,none,,,unknown,undetermined,False,,,,,,,,
USP1,ENSG00000162607,driver_antagonize,Stim8hr,2.9086325,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
USP10,ENSG00000103194,brake_agonize,Stim8hr,2.871245,0.0,none,,,unknown,undetermined,False,,,,,,,,
USP19,ENSG00000172046,driver_antagonize,Stim48hr,2.924795,0.0,none,,,unknown,undetermined,False,,,,,,,,
