target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,protein_classes,tractability_tier,suggested_modality,is_druggable,sm_clinical,sm_ligand,sm_pocket,sm_druggable_family,ab_clinical,ab_surface,n_drugs,drug_stages
PLA2G4A,ENSG00000116711,brake_agonize,Stim8hr,4.496093,0.3628127197901791,moderate,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,True,True,False,False,1.0,PHASE_2
PLAC8,ENSG00000145287,driver_antagonize,Stim48hr,3.5933464,0.1281749332871363,weak,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
PLCG2,ENSG00000197943,driver_antagonize,Stim8hr,3.0493429,0.8398422226271292,strong,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PLCL1,ENSG00000115896,brake_agonize,Rest,3.7519655,0.8356722280633442,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PLCL2,ENSG00000154822,brake_agonize,Stim8hr,2.816418,0.8695219903101522,strong,,,unknown,undetermined,False,,,,,,,,
PLEK,ENSG00000115956,brake_agonize,Rest,3.6888459,0.305,moderate,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
PLEKHA2,ENSG00000169499,brake_agonize,Stim8hr,2.9691925,0.0,none,,,unknown,undetermined,False,,,,,,,,
PLEKHA5,ENSG00000052126,brake_agonize,Stim48hr,4.2189226,0.1629012703909195,weak,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PLEKHB1,ENSG00000021300,driver_antagonize,Rest,3.2808518,0.0,none,,,unknown,undetermined,False,,,,,,,,
PLEKHB2,ENSG00000115762,driver_antagonize,Rest,3.2060928,0.0,none,,,unknown,undetermined,False,,,,,,,,
PLEKHF1,ENSG00000166289,brake_agonize,Stim48hr,3.3008292,0.0,none,,,unknown,undetermined,False,,,,,,,,
PLEKHF2,ENSG00000175895,driver_antagonize,Stim48hr,2.919406,0.0,none,,,unknown,undetermined,False,,,,,,,,
PLEKHM1,ENSG00000225190,driver_antagonize,Stim48hr,3.7897654,0.2849173590732781,moderate,,,sm_tractable,small molecule,True,False,True,False,False,False,True,0.0,
PLEKHO2,ENSG00000241839,driver_antagonize,Rest,4.4290032,0.0,none,,,unknown,undetermined,False,,,,,,,,
PLOD3,ENSG00000106397,driver_antagonize,Stim8hr,4.1355557,0.0,none,,,unknown,undetermined,False,,,,,,,,
PLPP5,ENSG00000147535,driver_antagonize,Stim48hr,3.735088,0.0,none,,,unknown,undetermined,False,,,,,,,,
PML,ENSG00000140464,driver_antagonize,Stim8hr,3.4960103,0.0,none,,,unknown,undetermined,False,,,,,,,,
PNPLA8,ENSG00000135241,driver_antagonize,Stim48hr,3.1259701,0.3620794290211545,moderate,,,unknown,undetermined,False,,,,,,,,
PNPT1,ENSG00000138035,brake_agonize,Rest,6.123271,0.4466805383189284,moderate,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
POC1B,ENSG00000139323,driver_antagonize,Stim8hr,3.1977983,0.0,none,,,unknown,undetermined,False,,,,,,,,
PODXL,ENSG00000128567,driver_antagonize,Stim48hr,3.6390722,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PODXL2,ENSG00000114631,brake_agonize,Stim8hr,3.5628984,0.2233518256620794,weak,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
POGLUT2,ENSG00000134901,driver_antagonize,Stim8hr,3.2894416,0.0,none,,,unknown,undetermined,False,,,,,,,,
POLI,ENSG00000101751,driver_antagonize,Stim48hr,3.4191206,0.8194090160696781,strong,,,sm_tractable,small molecule,True,False,True,True,False,False,False,0.0,
POLR2L,ENSG00000177700,driver_antagonize,Stim48hr,2.9978852,0.0,none,,,unknown,undetermined,False,,,,,,,,
POLRMT,ENSG00000099821,brake_agonize,Stim8hr,3.108867,0.0,none,,,unknown,undetermined,False,,,,,,,,
POMT2,ENSG00000009830,brake_agonize,Rest,3.359892,0.0,none,,,unknown,undetermined,False,,,,,,,,
PON2,ENSG00000105854,driver_antagonize,Stim8hr,4.303024,0.0,none,,,unknown,undetermined,False,,,,,,,,
POR,ENSG00000127948,driver_antagonize,Stim8hr,4.1311297,0.0,none,,,unknown,undetermined,False,,,,,,,,
POU2F2,ENSG00000028277,brake_agonize,Stim48hr,3.2848606,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
PPAT,ENSG00000128059,driver_antagonize,Stim48hr,3.7972553,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PPCDC,ENSG00000138621,brake_agonize,Stim48hr,3.4759665,0.4537526109881801,moderate,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
PPDPF,ENSG00000125534,brake_agonize,Rest,4.458833,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPIF,ENSG00000108179,brake_agonize,Stim48hr,3.7772272,0.4715776836149208,moderate,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
PPIG,ENSG00000138398,driver_antagonize,Stim48hr,4.75432,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPIH,ENSG00000171960,brake_agonize,Stim8hr,4.472696,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP1R13B,ENSG00000088808,driver_antagonize,Stim8hr,5.3871946,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP1R14B,ENSG00000173457,driver_antagonize,Stim48hr,2.9182243,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP1R15A,ENSG00000087074,driver_antagonize,Stim8hr,2.9351408,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP1R15B,ENSG00000158615,driver_antagonize,Stim48hr,3.7799487,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP1R18,ENSG00000146112,driver_antagonize,Stim8hr,4.8022647,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP1R3B,ENSG00000173281,driver_antagonize,Stim48hr,3.6200213,0.3919037112266011,moderate,,,sm_tractable,small molecule,True,False,False,True,False,False,False,0.0,
PPP1R3F,ENSG00000049769,brake_agonize,Stim48hr,3.8887088,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP1R9B,ENSG00000108819,brake_agonize,Stim48hr,3.6554902,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP2R2A,ENSG00000221914,brake_agonize,Stim8hr,3.646714,0.4363634571495318,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PPP2R5C,ENSG00000078304,driver_antagonize,Stim48hr,3.4859543,0.387,moderate,,,sm_tractable,small molecule,True,False,True,True,False,False,False,0.0,
PPP3CA,ENSG00000138814,driver_antagonize,Stim8hr,2.882801,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP3R1,ENSG00000221823,driver_antagonize,Stim8hr,3.2788477,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPP4R2,ENSG00000163605,driver_antagonize,Stim8hr,6.5794525,0.074,none,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PPP5C,ENSG00000011485,driver_antagonize,Stim48hr,3.7313082,0.708637297789499,strong,,,clinical_precedent,small molecule,True,True,True,True,True,False,True,1.0,PHASE_2
PPP6C,ENSG00000119414,brake_agonize,Stim48hr,3.6780248,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPRC1,ENSG00000148840,brake_agonize,Stim8hr,2.991264,0.0,none,,,unknown,undetermined,False,,,,,,,,
PPT2,ENSG00000221988,driver_antagonize,Stim8hr,3.140305,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRDM5,ENSG00000138738,driver_antagonize,Stim8hr,2.8879867,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
PRELID1,ENSG00000169230,driver_antagonize,Stim48hr,4.2824793,0.2880932563246204,moderate,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
PREPL,ENSG00000138078,driver_antagonize,Stim8hr,3.7330189,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PRF1,ENSG00000180644,driver_antagonize,Rest,3.988245,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRG4,ENSG00000116690,driver_antagonize,Stim48hr,3.6354089,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRKCQ,ENSG00000065675,driver_antagonize,Stim8hr,3.8381424,0.928449942677044,strong,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,True,True,False,True,5.0,APPROVAL;PHASE_1;PHASE_2
PRKCSH,ENSG00000130175,driver_antagonize,Stim8hr,4.0871243,0.396205300273155,moderate,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
PRKD2,ENSG00000105287,brake_agonize,Stim48hr,2.9919908,0.4406723299527147,moderate,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PRKX,ENSG00000183943,driver_antagonize,Stim48hr,4.389834,0.5418464986406509,strong,kinase,kinase,sm_tractable,small molecule,True,False,True,False,True,False,False,0.0,
PRPF39,ENSG00000185246,brake_agonize,Stim48hr,3.7190015,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRPSAP1,ENSG00000161542,driver_antagonize,Stim8hr,3.0733058,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRR12,ENSG00000126464,brake_agonize,Rest,3.4326425,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
PRR22,ENSG00000212123,driver_antagonize,Stim8hr,3.506274,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRR7,ENSG00000131188,driver_antagonize,Stim48hr,3.0558927,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRRC2A,ENSG00000204469,driver_antagonize,Stim48hr,3.7243476,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRSS21,ENSG00000007038,driver_antagonize,Stim8hr,4.2823544,0.0,none,,,unknown,undetermined,False,,,,,,,,
PRXL2A,ENSG00000122378,driver_antagonize,Stim48hr,3.978645,0.0,none,,,unknown,undetermined,False,,,,,,,,
PSIP1,ENSG00000164985,driver_antagonize,Stim48hr,3.7341955,0.0,none,,,unknown,undetermined,False,,,,,,,,
PSMB9,ENSG00000240065,brake_agonize,Rest,7.097032,0.608,strong,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,False,True,False,False,7.0,APPROVAL;PHASE_2;PHASE_3
PSMD10,ENSG00000101843,driver_antagonize,Rest,3.0929558,0.0,none,,,unknown,undetermined,False,,,,,,,,
PSMD5,ENSG00000095261,driver_antagonize,Stim8hr,2.7825696,0.420153874492111,moderate,,,unknown,undetermined,False,,,,,,,,
PSME1,ENSG00000092010,brake_agonize,Rest,5.816512,0.0,none,,,unknown,undetermined,False,,,,,,,,
PSME3IP1,ENSG00000172775,brake_agonize,Rest,3.601226,0.0,none,,,unknown,undetermined,False,,,,,,,,
PSMF1,ENSG00000125818,brake_agonize,Stim48hr,4.1555057,0.0,none,,,unknown,undetermined,False,,,,,,,,
PSRC1,ENSG00000134222,driver_antagonize,Stim48hr,3.029867,0.0,none,,,unknown,undetermined,False,,,,,,,,
PSTPIP1,ENSG00000140368,brake_agonize,Stim8hr,2.8724747,0.7243723135398559,strong,,,unknown,undetermined,False,,,,,,,,
PTBP1,ENSG00000011304,driver_antagonize,Stim48hr,3.1065428,0.0,none,,,unknown,undetermined,False,,,,,,,,
PTBP3,ENSG00000119314,driver_antagonize,Stim48hr,3.0382333,0.0,none,,,unknown,undetermined,False,,,,,,,,
PTDSS1,ENSG00000156471,driver_antagonize,Stim8hr,2.9804807,0.0,none,,,unknown,undetermined,False,,,,,,,,
PTER,ENSG00000165983,driver_antagonize,Rest,3.5460877,0.0,none,,,unknown,undetermined,False,,,,,,,,
PTGES3,ENSG00000110958,driver_antagonize,Stim8hr,3.07843,0.1008705149838391,weak,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PTGIR,ENSG00000160013,driver_antagonize,Stim8hr,3.9356275,0.4941541794109835,moderate,GPCR,GPCR,clinical_precedent,small molecule,True,True,True,False,True,False,True,10.0,APPROVAL;PHASE_3
PTPN2,ENSG00000175354,brake_agonize,Rest,5.0367203,0.8935231135968951,strong,,,sm_tractable,small molecule,True,False,True,False,True,False,True,0.0,
PTPN7,ENSG00000143851,brake_agonize,Rest,3.0659518,0.0,none,,,unknown,undetermined,False,,,,,,,,
PTPRM,ENSG00000173482,driver_antagonize,Stim48hr,5.0062437,0.0,none,catalytic_receptor,catalytic_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
PUS7,ENSG00000091127,brake_agonize,Stim8hr,3.7614892,0.0,none,,,unknown,undetermined,False,,,,,,,,
PVR,ENSG00000073008,driver_antagonize,Rest,3.202258,0.5111471386706514,strong,,,unknown,undetermined,False,,,,,,,,
PWWP2B,ENSG00000171813,driver_antagonize,Rest,3.181667,0.0,none,,,unknown,undetermined,False,,,,,,,,
PXK,ENSG00000168297,driver_antagonize,Stim48hr,3.2069938,0.5956509557059404,strong,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
PXMP4,ENSG00000101417,driver_antagonize,Rest,3.4154692,0.0,none,,,unknown,undetermined,False,,,,,,,,
PYCARD,ENSG00000103490,driver_antagonize,Stim8hr,3.3433077,0.0,none,,,unknown,undetermined,False,,,,,,,,
PYCR1,ENSG00000183010,driver_antagonize,Stim48hr,4.2927356,0.0,none,,,unknown,undetermined,False,,,,,,,,
QNG1,ENSG00000165118,brake_agonize,Stim8hr,3.1097825,0.0,none,,,unknown,undetermined,False,,,,,,,,
QPCT,ENSG00000115828,brake_agonize,Stim8hr,2.876532,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
QSER1,ENSG00000060749,brake_agonize,Stim8hr,3.577966,0.0,none,,,unknown,undetermined,False,,,,,,,,
QSOX2,ENSG00000165661,driver_antagonize,Stim48hr,3.2381427,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB10,ENSG00000084733,driver_antagonize,Stim48hr,3.0050793,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB12,ENSG00000206418,driver_antagonize,Stim8hr,3.3963604,0.3835545528747264,moderate,,,unknown,undetermined,False,,,,,,,,
RAB13,ENSG00000143545,brake_agonize,Stim48hr,3.3883147,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB21,ENSG00000080371,driver_antagonize,Stim48hr,2.938629,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB22A,ENSG00000124209,driver_antagonize,Stim8hr,3.6600888,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB24,ENSG00000169228,driver_antagonize,Stim8hr,4.3560514,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB28,ENSG00000157869,brake_agonize,Rest,3.4708498,0.3628127197901791,moderate,,,sm_tractable,small molecule,True,False,True,True,False,False,True,0.0,
RAB33B,ENSG00000172007,driver_antagonize,Stim8hr,2.781943,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB34,ENSG00000109113,driver_antagonize,Stim48hr,3.0413454,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB39B,ENSG00000155961,brake_agonize,Rest,3.5817735,0.1005681812238545,weak,,,sm_tractable,small molecule,True,False,True,False,False,False,True,0.0,
RAB3A,ENSG00000105649,driver_antagonize,Stim48hr,3.5002263,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB3GAP1,ENSG00000115839,brake_agonize,Stim8hr,4.855748,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB3GAP2,ENSG00000118873,driver_antagonize,Stim8hr,2.9779742,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB5A,ENSG00000144566,driver_antagonize,Stim8hr,2.8694906,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB5C,ENSG00000108774,brake_agonize,Stim8hr,2.9319928,0.3342986039994975,moderate,,,unknown,undetermined,False,,,,,,,,
RAB7A,ENSG00000075785,driver_antagonize,Stim8hr,3.3890471,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAB9A,ENSG00000123595,driver_antagonize,Stim8hr,2.775632,0.0,none,,,unknown,undetermined,False,,,,,,,,
RABEP2,ENSG00000177548,brake_agonize,Stim8hr,3.5393093,0.0,none,,,unknown,undetermined,False,,,,,,,,
RABGAP1,ENSG00000011454,driver_antagonize,Stim48hr,3.6283906,0.0,none,,,unknown,undetermined,False,,,,,,,,
RABGAP1L,ENSG00000152061,driver_antagonize,Stim8hr,3.3216388,0.1891577413924036,weak,,,unknown,undetermined,False,,,,,,,,
RAD1,ENSG00000113456,brake_agonize,Stim8hr,3.3870883,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAD50,ENSG00000113522,driver_antagonize,Stim48hr,2.9258296,0.6585592839793569,strong,,,unknown,undetermined,False,,,,,,,,
RAD51B,ENSG00000182185,brake_agonize,Rest,3.545432,0.6890976794137071,strong,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
RAD54B,ENSG00000197275,driver_antagonize,Rest,4.6093726,0.0,none,,,unknown,undetermined,False,,,,,,,,
RALBP1,ENSG00000017797,brake_agonize,Stim48hr,3.554343,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAMP1,ENSG00000132329,brake_agonize,Stim48hr,3.432362,0.0,none,,,unknown,undetermined,False,,,,,,,,
RANBP6,ENSG00000137040,driver_antagonize,Stim48hr,3.1701903,0.6237864591126508,strong,,,unknown,undetermined,False,,,,,,,,
RAP1GDS1,ENSG00000138698,driver_antagonize,Stim48hr,2.9905312,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAP2A,ENSG00000125249,driver_antagonize,Stim8hr,2.9917243,0.0,none,,,unknown,undetermined,False,,,,,,,,
RAP2B,ENSG00000181467,driver_antagonize,Stim8hr,3.2189252,0.0,none,,,unknown,undetermined,False,,,,,,,,
RASGRP3,ENSG00000152689,driver_antagonize,Stim48hr,3.2958744,0.5343412116896414,strong,,,unknown,undetermined,False,,,,,,,,
RAVER1,ENSG00000161847,driver_antagonize,Stim8hr,2.723378,0.3453325152016974,moderate,,,unknown,undetermined,False,,,,,,,,
RAVER2,ENSG00000162437,brake_agonize,Stim8hr,3.0033054,0.6408449459689477,strong,,,unknown,undetermined,False,,,,,,,,
RB1,ENSG00000139687,driver_antagonize,Stim8hr,3.7427406,0.0,none,,,unknown,undetermined,False,,,,,,,,
RBCK1,ENSG00000125826,driver_antagonize,Stim48hr,5.470741,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
RBFA,ENSG00000101546,brake_agonize,Stim8hr,3.6121056,0.0,none,,,unknown,undetermined,False,,,,,,,,
RBL1,ENSG00000080839,driver_antagonize,Rest,3.2592568,0.0,none,,,unknown,undetermined,False,,,,,,,,
RBM15B,ENSG00000259956,driver_antagonize,Stim48hr,2.8932648,0.2087054675786509,weak,,,unknown,undetermined,False,,,,,,,,
RBM17,ENSG00000134453,driver_antagonize,Rest,3.105416,0.7223634593110823,strong,,,unknown,undetermined,False,,,,,,,,
RBM26,ENSG00000139746,brake_agonize,Rest,3.5863903,0.4772677227862407,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
RBM38,ENSG00000132819,driver_antagonize,Stim8hr,3.0543485,0.0,none,,,unknown,undetermined,False,,,,,,,,
RBM41,ENSG00000089682,driver_antagonize,Rest,3.0495555,0.0,none,,,unknown,undetermined,False,,,,,,,,
RBM43,ENSG00000184898,brake_agonize,Stim8hr,3.58027,0.41430928328749,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
RBMS1,ENSG00000153250,brake_agonize,Stim48hr,3.2471423,0.0,none,,,unknown,undetermined,False,,,,,,,,
RBMX2,ENSG00000134597,driver_antagonize,Rest,3.1100137,0.0,none,,,unknown,undetermined,False,,,,,,,,
RC3H1,ENSG00000135870,driver_antagonize,Stim48hr,3.2208753,0.0,none,,,unknown,undetermined,False,,,,,,,,
RCBTB1,ENSG00000136144,brake_agonize,Stim8hr,3.542445,0.0,none,,,unknown,undetermined,False,,,,,,,,
RCN1,ENSG00000049449,driver_antagonize,Stim8hr,4.1974354,0.0,none,,,unknown,undetermined,False,,,,,,,,
RCOR1,ENSG00000089902,driver_antagonize,Stim8hr,2.930075,0.4919722575924795,moderate,,,unknown,undetermined,False,,,,,,,,
RDX,ENSG00000137710,brake_agonize,Stim8hr,2.825085,0.0,none,,,unknown,undetermined,False,,,,,,,,
RELA,ENSG00000173039,driver_antagonize,Stim8hr,3.1186,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
RELCH,ENSG00000134444,brake_agonize,Stim8hr,2.7529404,0.0,none,,,unknown,undetermined,False,,,,,,,,
REPS1,ENSG00000135597,driver_antagonize,Stim8hr,3.0423403,0.4771373593285544,moderate,,,unknown,undetermined,False,,,,,,,,
REST,ENSG00000084093,brake_agonize,Stim8hr,3.7121525,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
RETREG2,ENSG00000144567,driver_antagonize,Stim8hr,2.8249748,0.0,none,,,unknown,undetermined,False,,,,,,,,
REXO4,ENSG00000148300,driver_antagonize,Stim8hr,3.3405921,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
RFNG,ENSG00000169733,driver_antagonize,Stim48hr,3.091624,0.0,none,,,unknown,undetermined,False,,,,,,,,
RFT1,ENSG00000163933,driver_antagonize,Stim48hr,3.8694675,0.6191407603966973,strong,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
RFX2,ENSG00000087903,driver_antagonize,Stim8hr,2.8721054,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
RGL4,ENSG00000159496,driver_antagonize,Stim8hr,3.2402976,0.0,none,,,unknown,undetermined,False,,,,,,,,
RGS10,ENSG00000148908,driver_antagonize,Rest,3.1730716,0.0,none,,,unknown,undetermined,False,,,,,,,,
RGS12,ENSG00000159788,brake_agonize,Stim48hr,3.180782,0.0,none,,,unknown,undetermined,False,,,,,,,,
RGS2,ENSG00000116741,brake_agonize,Stim8hr,3.640318,0.0,none,,,unknown,undetermined,False,,,,,,,,
RHBDD3,ENSG00000100263,driver_antagonize,Stim48hr,4.6282687,0.0,none,,,unknown,undetermined,False,,,,,,,,
RHOBTB2,ENSG00000008853,driver_antagonize,Stim8hr,3.6971083,0.0,none,,,unknown,undetermined,False,,,,,,,,
RHOF,ENSG00000139725,driver_antagonize,Stim48hr,3.1323726,0.0,none,,,unknown,undetermined,False,,,,,,,,
RHOG,ENSG00000177105,driver_antagonize,Stim8hr,2.961038,0.0,none,,,unknown,undetermined,False,,,,,,,,
RHOU,ENSG00000116574,brake_agonize,Stim48hr,3.82069,0.0,none,,,unknown,undetermined,False,,,,,,,,
RIBC2,ENSG00000128408,brake_agonize,Stim8hr,3.0782843,0.371127877068571,moderate,,,unknown,undetermined,False,,,,,,,,
RICTOR,ENSG00000164327,driver_antagonize,Stim48hr,3.9950092,0.0,none,,,unknown,undetermined,False,,,,,,,,
RIDA,ENSG00000132541,brake_agonize,Stim8hr,4.6611214,0.0,none,,,unknown,undetermined,False,,,,,,,,
RIN3,ENSG00000100599,driver_antagonize,Stim48hr,3.7576928,0.8214808979760357,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
RIOK3,ENSG00000101782,driver_antagonize,Stim48hr,3.5252898,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
RIOX1,ENSG00000170468,brake_agonize,Stim8hr,4.532678,0.0,none,,,unknown,undetermined,False,,,,,,,,
RIPK3,ENSG00000129465,driver_antagonize,Stim48hr,3.215591,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
RMDN1,ENSG00000176623,driver_antagonize,Stim48hr,3.0473945,0.0,none,,,unknown,undetermined,False,,,,,,,,
RMDN3,ENSG00000137824,driver_antagonize,Stim8hr,3.192721,0.0,none,,,unknown,undetermined,False,,,,,,,,
RNF10,ENSG00000022840,driver_antagonize,Stim8hr,3.0413897,0.0,none,,,unknown,undetermined,False,,,,,,,,
